Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Source,URL,Wk,xG,xG.1
,,,,,,,,,,,,2006 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2006/schedule/2006-World-Cup-Scores-and-Fixtures,,,
Final,Sun,2006-07-09,20:00,Italy it,(5) 1–1 (3),fr France,69000.0,Olympiastadion Berlin (Neutral Site),,Match Report,Italy won on penalty kicks following extra time,2006 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2006/schedule/2006-World-Cup-Scores-and-Fixtures,,,
Group stage,Fri,2002-05-31,20:30,France fr,0–1,sn Senegal,62561.0,Seoul World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,2002-06-01,15:30,Rep. of Ireland ie,1–1,cm Cameroon,33679.0,Denka Big Swan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,2002-06-01,18:00,Uruguay uy,1–2,dk Denmark,30157.0,Munsu Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sat,2002-06-01,20:30,Germany de,8–0,sa Saudi Arabia,32218.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,2002-06-02,14:30,Argentina ar,1–0,ng Nigeria,34050.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,2002-06-02,16:30,Paraguay py,2–2,za South Africa,25186.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,2002-06-02,18:30,England eng,1–1,se Sweden,52721.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Sun,2002-06-02,20:30,Spain es,3–1,si Slovenia,28588.0,Guus Hiddink Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,2002-06-03,15:30,Croatia hr,0–1,mx Mexico,32239.0,Denka Big Swan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,2002-06-03,18:00,Brazil br,2–1,tr Türkiye,33842.0,Munsu Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Mon,2002-06-03,20:30,Italy it,2–0,ec Ecuador,31081.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Tue,2002-06-04,15:30,China PR cn,0–2,cr Costa Rica,27217.0,Guus Hiddink Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Tue,2002-06-04,18:00,Japan jp,2–2,be Belgium,55256.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Tue,2002-06-04,20:30,Korea Republic kr,2–0,pl Poland,48760.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Wed,2002-06-05,15:30,Russia ru,2–0,tn Tunisia,30957.0,NOEVIR Stadium Kobe (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
Group stage,Wed,2002-06-05,18:00,United States us,3–2,pt Portugal,37306.0,Suwon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,,,,,,,,,,,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Group stage,Wed,2002-06-05,20:30,Germany de,1–1,ie Rep. of Ireland,35854.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Thu,2002-06-06,15:30,Denmark dk,1–1,sn Senegal,43500.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Thu,2002-06-06,18:00,Cameroon cm,1–0,sa Saudi Arabia,52328.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Thu,2002-06-06,20:30,France fr,0–0,uy Uruguay,38070.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Fri,2002-06-07,15:30,Sweden se,2–1,ng Nigeria,36194.0,NOEVIR Stadium Kobe (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Fri,2002-06-07,18:00,Spain es,3–1,py Paraguay,24000.0,Jeonju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Fri,2002-06-07,20:30,Argentina ar,0–1,eng England,35927.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,2002-06-08,15:30,South Africa za,1–0,si Slovenia,47226.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,2002-06-08,18:00,Italy it,1–2,hr Croatia,36472.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sat,2002-06-08,20:30,Brazil br,4–0,cn China PR,36750.0,Jeju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,2002-06-09,15:30,Mexico mx,2–1,ec Ecuador,45610.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,2002-06-09,18:00,Costa Rica cr,1–1,tr Türkiye,42299.0,Incheon Munhak Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Sun,2002-06-09,20:30,Japan jp,1–0,ru Russia,66108.0,Nissan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Mon,2002-06-10,15:30,Korea Republic kr,1–1,us United States,60778.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Mon,2002-06-10,18:00,Tunisia tn,1–1,be Belgium,39700.0,Ōita Bank Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
Group stage,Mon,2002-06-10,20:30,Portugal pt,4–0,pl Poland,31000.0,Jeonju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,,,,,,,,,,,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Group stage,Tue,2002-06-11,15:30,Senegal sn,3–3,uy Uruguay,33681.0,Suwon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,2002-06-11,15:30,Denmark dk,2–0,fr France,48100.0,Incheon Munhak Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,2002-06-11,20:30,Cameroon cm,0–2,de Germany,47085.0,Shizuoka Stadium Ecopa (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Tue,2002-06-11,20:30,Saudi Arabia sa,0–3,ie Rep. of Ireland,65320.0,Nissan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,2002-06-12,15:30,Nigeria ng,0–0,eng England,44864.0,Yanmar Stadium Nagai (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,2002-06-12,15:30,Sweden se,1–1,ar Argentina,45777.0,Miyagi Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,2002-06-12,20:30,South Africa za,2–3,es Spain,31024.0,Daejeon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Wed,2002-06-12,20:30,Slovenia si,1–3,py Paraguay,30176.0,Jeju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,2002-06-13,15:30,Türkiye tr,3–0,cn China PR,43605.0,Seoul World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,2002-06-13,15:30,Costa Rica cr,2–5,br Brazil,38524.0,Suwon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,2002-06-13,20:30,Ecuador ec,1–0,hr Croatia,65862.0,Nissan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Thu,2002-06-13,20:30,Mexico mx,1–1,it Italy,39291.0,Ōita Bank Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,2002-06-14,15:30,Tunisia tn,0–2,jp Japan,45213.0,Yanmar Stadium Nagai (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,2002-06-14,15:30,Belgium be,3–2,ru Russia,46640.0,Shizuoka Stadium Ecopa (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,2002-06-14,20:30,Poland pl,3–1,us United States,26482.0,Daejeon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
Group stage,Fri,2002-06-14,20:30,Portugal pt,0–1,kr Korea Republic,50239.0,Incheon Munhak Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
,,,,,,,,,,,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sat,2002-06-15,15:30,Germany de,1–0,py Paraguay,25176.0,Jeju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sat,2002-06-15,20:30,Denmark dk,0–3,eng England,40582.0,Denka Big Swan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sun,2002-06-16,15:30,Sweden se,1–2,sn Senegal,39747.0,Ōita Bank Dome (Neutral Site),,Match Report,Required Extra Time,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Sun,2002-06-16,20:30,Spain es,(3) 1–1 (2),ie Rep. of Ireland,38926.0,Suwon World Cup Stadium (Neutral Site),,Match Report,Spain won on penalty kicks following extra time,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Mon,2002-06-17,15:30,Mexico mx,0–2,us United States,36380.0,Jeonju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Mon,2002-06-17,20:30,Brazil br,2–0,be Belgium,40440.0,NOEVIR Stadium Kobe (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Tue,2002-06-18,15:30,Japan jp,0–1,tr Türkiye,45666.0,Miyagi Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Round of 16,Tue,2002-06-18,20:30,Korea Republic kr,2–1,it Italy,38588.0,Daejeon World Cup Stadium (Neutral Site),,Match Report,Required Extra Time,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Fri,2002-06-21,15:30,England eng,1–2,br Brazil,47436.0,Daejeon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Fri,2002-06-21,20:30,Germany de,1–0,us United States,37337.0,Munsu Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,2002-06-22,15:30,Spain es,(3) 0–0 (5),kr Korea Republic,42114.0,Guus Hiddink Stadium (Neutral Site),,Match Report,Korea Republic won on penalty kicks following extra time,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Quarter-finals,Sat,2002-06-22,20:30,Senegal sn,0–1,tr Türkiye,44233.0,Yanmar Stadium Nagai (Neutral Site),,Match Report,Required Extra Time,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Tue,2002-06-25,20:30,Germany de,1–0,kr Korea Republic,65625.0,Seoul World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Semi-finals,Wed,2002-06-26,20:30,Brazil br,1–0,tr Türkiye,61058.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Third-place match,Sat,2002-06-29,20:00,Korea Republic kr,2–3,tr Türkiye,63483.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
Final,Sun,2002-06-30,20:00,Germany de,0–2,br Brazil,69029.0,Nissan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
,Fri,2002-05-31,20:30,France fr,0–1,sn Senegal,62561.0,Seoul World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,2002-06-01,15:30,Rep. of Ireland ie,1–1,cm Cameroon,33679.0,Denka Big Swan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,2002-06-01,18:00,Uruguay uy,1–2,dk Denmark,30157.0,Munsu Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sat,2002-06-01,20:30,Germany de,8–0,sa Saudi Arabia,32218.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,2002-06-02,14:30,Argentina ar,1–0,ng Nigeria,34050.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,2002-06-02,16:30,Paraguay py,2–2,za South Africa,25186.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,2002-06-02,18:30,England eng,1–1,se Sweden,52721.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Sun,2002-06-02,20:30,Spain es,3–1,si Slovenia,28588.0,Guus Hiddink Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,2002-06-03,15:30,Croatia hr,0–1,mx Mexico,32239.0,Denka Big Swan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,2002-06-03,18:00,Brazil br,2–1,tr Türkiye,33842.0,Munsu Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Mon,2002-06-03,20:30,Italy it,2–0,ec Ecuador,31081.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Tue,2002-06-04,15:30,China PR cn,0–2,cr Costa Rica,27217.0,Guus Hiddink Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Tue,2002-06-04,18:00,Japan jp,2–2,be Belgium,55256.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Tue,2002-06-04,20:30,Korea Republic kr,2–0,pl Poland,48760.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Wed,2002-06-05,15:30,Russia ru,2–0,tn Tunisia,30957.0,NOEVIR Stadium Kobe (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,Wed,2002-06-05,18:00,United States us,3–2,pt Portugal,37306.0,Suwon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,1.0,,
,,,,,,,,,,,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
,Wed,2002-06-05,20:30,Germany de,1–1,ie Rep. of Ireland,35854.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Thu,2002-06-06,15:30,Denmark dk,1–1,sn Senegal,43500.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Thu,2002-06-06,18:00,Cameroon cm,1–0,sa Saudi Arabia,52328.0,Saitama Stadium 2002 (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Thu,2002-06-06,20:30,France fr,0–0,uy Uruguay,38070.0,Busan Sport Complex Asiad Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Fri,2002-06-07,15:30,Sweden se,2–1,ng Nigeria,36194.0,NOEVIR Stadium Kobe (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Fri,2002-06-07,18:00,Spain es,3–1,py Paraguay,24000.0,Jeonju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Fri,2002-06-07,20:30,Argentina ar,0–1,eng England,35927.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,2002-06-08,15:30,South Africa za,1–0,si Slovenia,47226.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,2002-06-08,18:00,Italy it,1–2,hr Croatia,36472.0,Kashima Soccer Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sat,2002-06-08,20:30,Brazil br,4–0,cn China PR,36750.0,Jeju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,2002-06-09,15:30,Mexico mx,2–1,ec Ecuador,45610.0,Sapporo Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,2002-06-09,18:00,Costa Rica cr,1–1,tr Türkiye,42299.0,Incheon Munhak Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Sun,2002-06-09,20:30,Japan jp,1–0,ru Russia,66108.0,Nissan Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Mon,2002-06-10,15:30,Korea Republic kr,1–1,us United States,60778.0,Daegu Main Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Mon,2002-06-10,18:00,Tunisia tn,1–1,be Belgium,39700.0,Ōita Bank Dome (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,Mon,2002-06-10,20:30,Portugal pt,4–0,pl Poland,31000.0,Jeonju World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,2.0,,
,,,,,,,,,,,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,,,
,Tue,2002-06-11,15:30,Senegal sn,3–3,uy Uruguay,33681.0,Suwon World Cup Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
,Tue,2002-06-11,15:30,Denmark dk,2–0,fr France,48100.0,Incheon Munhak Stadium (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
,Tue,2002-06-11,20:30,Cameroon cm,0–2,de Germany,47085.0,Shizuoka Stadium Ecopa (Neutral Site),,Match Report,,2002 World Cup Scores & Fixtures,https://fbref.com/en/comps/1/2002/schedule/2002-World-Cup-Scores-and-Fixtures,3.0,,
