home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Hoffenheim,Werder Bremen,3,2,win,2019-2020,1.6263736263736264,1.5,196,166,184,546,0.358974358974359,1.6186991869918699,1.4235772357723577,499,325,406,1230,0.4056910569105691
Schalke 04,Bayern Munich,0,3,loss,2019-2020,1.4060283687943262,1.224290780141844,463,308,357,1128,0.4104609929078014,2.1951219512195124,0.9089430894308943,789,258,183,1230,0.6414634146341464
Hoffenheim,Werder Bremen,3,2,win,2019-2020,1.6288848263254114,1.5009140767824498,197,166,184,547,0.360146252285192,1.619008935824533,1.4248578391551585,499,325,407,1231,0.40536149471974003
Düsseldorf,Leverkusen,1,3,loss,2019-2020,1.189964157706093,1.6308243727598566,79,75,125,279,0.2831541218637993,1.7376116978066614,1.264012997562957,561,327,343,1231,0.45572705117790413
Schalke 04,Bayern Munich,0,3,loss,2019-2020,1.4047829937998229,1.2258635961027458,463,308,358,1129,0.41009743135518156,2.195775792038993,0.9082047116165719,790,258,183,1231,0.6417546709991877
Paderborn 07,Freiburg,1,3,loss,2019-2020,0.9436619718309859,1.9577464788732395,14,20,37,71,0.19718309859154928,1.2318471337579617,1.6127388535031848,236,210,339,785,0.3006369426751592
Augsburg,Union Berlin,1,1,draw,2019-2020,1.2292134831460675,1.5370786516853931,133,121,191,445,0.298876404494382,0.7142857142857143,1.8571428571428572,0,5,2,7,0.0
Mainz 05,Gladbach,1,3,loss,2019-2020,1.2975609756097561,1.469918699186992,202,160,253,615,0.3284552845528455,1.411868910540301,1.4357838795394153,408,300,421,1129,0.36138175376439324
Hertha BSC,Wolfsburg,0,3,loss,2019-2020,1.3306997742663658,1.4514672686230248,318,223,345,886,0.35891647855530473,1.5021551724137931,1.4461206896551724,357,238,333,928,0.38469827586206895
Hertha BSC,Wolfsburg,0,3,loss,2019-2020,1.3291995490417137,1.4532130777903043,318,223,346,887,0.35851183765501693,1.503767491926803,1.4445640473627557,358,238,333,929,0.38536060279870826
RB Leipzig,Eint Frankfurt,2,1,win,2019-2020,1.8446601941747574,1.174757281553398,110,48,48,206,0.5339805825242718,1.354368932038835,1.4728155339805826,351,276,403,1030,0.3407766990291262
RB Leipzig,Eint Frankfurt,2,1,win,2019-2020,1.8454106280193237,1.173913043478261,111,48,48,207,0.5362318840579711,1.3540252182347237,1.4733268671193016,351,276,404,1031,0.34044616876818623
Gladbach,RB Leipzig,1,3,loss,2019-2020,1.4132743362831859,1.4353982300884955,409,300,421,1130,0.36194690265486723,1.8461538461538463,1.1730769230769231,112,48,48,208,0.5384615384615384
Gladbach,RB Leipzig,1,3,loss,2019-2020,1.4129089301503095,1.4367816091954022,409,300,422,1131,0.3616268788682582,1.8516746411483254,1.1722488038277512,113,48,48,209,0.5406698564593302
Union Berlin,Dortmund,3,1,win,2019-2020,0.75,1.75,0,6,2,8,0.0,1.8084415584415585,1.1939935064935066,610,329,293,1232,0.49512987012987014
Wolfsburg,Paderborn 07,1,1,draw,2019-2020,1.5053763440860215,1.4430107526881721,359,238,333,930,0.3860215053763441,0.9444444444444444,1.9722222222222223,14,20,38,72,0.19444444444444445
Freiburg,Köln,1,2,loss,2019-2020,1.2340966921119594,1.6119592875318065,237,210,339,786,0.3015267175572519,1.2869955156950672,1.5056053811659194,275,243,374,892,0.30829596412556054
Schalke 04,Hertha BSC,3,0,win,2019-2020,1.4035398230088496,1.227433628318584,463,308,359,1130,0.4097345132743363,1.3277027027027026,1.454954954954955,318,223,347,888,0.3581081081081081
Leverkusen,Hoffenheim,0,0,draw,2019-2020,1.7386363636363635,1.2637987012987013,562,327,343,1232,0.45616883116883117,1.6313868613138687,1.5018248175182483,198,166,184,548,0.3613138686131387
Bayern Munich,Mainz 05,6,1,win,2019-2020,2.1964285714285716,0.9074675324675324,791,258,183,1232,0.6420454545454546,1.297077922077922,1.4724025974025974,202,160,254,616,0.32792207792207795
Schalke 04,Hertha BSC,3,0,win,2019-2020,1.4049513704686118,1.2263483642793989,464,308,359,1131,0.41025641025641024,1.3262092238470191,1.4566929133858268,318,223,348,889,0.3577052868391451
Freiburg,Köln,1,2,loss,2019-2020,1.2337992376111817,1.6124523506988564,237,210,340,787,0.301143583227446,1.2877939529675253,1.5050391937290033,276,243,374,893,0.3090705487122061
Union Berlin,Dortmund,3,1,win,2019-2020,1.0,1.6666666666666667,1,6,2,9,0.1111111111111111,1.8077858880778588,1.1954582319545823,610,329,294,1233,0.49472830494728304
Leverkusen,Hoffenheim,0,0,draw,2019-2020,1.7372262773722629,1.2627737226277371,562,328,343,1233,0.4557988645579886,1.6284153005464481,1.4990892531876139,198,167,184,549,0.36065573770491804
Wolfsburg,Paderborn 07,1,1,draw,2019-2020,1.5048335123523093,1.4425349087003223,359,239,333,931,0.38560687432867885,0.9452054794520548,1.9589041095890412,14,21,38,73,0.1917808219178082
Bayern Munich,Mainz 05,6,1,win,2019-2020,2.199513381995134,0.9075425790754258,792,258,183,1233,0.6423357664233577,1.2965964343598055,1.4797406807131281,202,160,255,617,0.3273905996758509
Eint Frankfurt,Düsseldorf,2,1,win,2019-2020,1.3536821705426356,1.4738372093023255,351,276,405,1032,0.34011627906976744,1.1892857142857143,1.6357142857142857,79,75,126,280,0.28214285714285714
Werder Bremen,Augsburg,3,2,win,2019-2020,1.6193181818181819,1.4261363636363635,499,325,408,1232,0.4050324675324675,1.2286995515695067,1.5358744394618835,133,122,191,446,0.2982062780269058
Eint Frankfurt,Düsseldorf,2,1,win,2019-2020,1.3543078412391094,1.473378509196515,352,276,405,1033,0.34075508228460794,1.188612099644128,1.6370106761565837,79,75,127,281,0.28113879003558717
Werder Bremen,Augsburg,3,2,win,2019-2020,1.6204379562043796,1.426601784266018,500,325,408,1233,0.40551500405515006,1.2304250559284116,1.5391498881431767,133,122,192,447,0.2975391498881432
Düsseldorf,Wolfsburg,1,1,draw,2019-2020,1.1879432624113475,1.6382978723404256,79,75,128,282,0.2801418439716312,1.5042918454935623,1.44206008583691,359,240,333,932,0.3851931330472103
Düsseldorf,Wolfsburg,1,1,draw,2019-2020,1.187279151943463,1.6360424028268552,79,76,128,283,0.2791519434628975,1.5037513397642015,1.4415862808145767,359,241,333,933,0.38478027867095393
RB Leipzig,Bayern Munich,1,1,draw,2019-2020,1.8571428571428572,1.1714285714285715,114,48,48,210,0.5428571428571428,2.2025931928687195,0.9076175040518638,793,258,183,1234,0.6426256077795786
Dortmund,Leverkusen,4,0,win,2019-2020,1.807131280388979,1.1969205834683954,610,329,295,1234,0.49432739059967584,1.7358184764991895,1.2617504051863857,562,329,343,1234,0.4554294975688817
Köln,Gladbach,0,1,loss,2019-2020,1.2885906040268456,1.5044742729306488,277,243,374,894,0.3098434004474273,1.4125441696113075,1.4381625441696113,409,300,423,1132,0.36130742049469966
Augsburg,Eint Frankfurt,2,1,win,2019-2020,1.2321428571428572,1.5424107142857142,133,122,193,448,0.296875,1.3549323017408124,1.4729206963249517,353,276,405,1034,0.3413926499032882
Mainz 05,Hertha BSC,2,1,win,2019-2020,1.296116504854369,1.4870550161812297,202,160,256,618,0.3268608414239482,1.3247191011235955,1.4584269662921348,318,223,349,890,0.35730337078651686
Mainz 05,Hertha BSC,2,1,win,2019-2020,1.297253634894992,1.4862681744749595,203,160,256,619,0.32794830371567046,1.324354657687991,1.4590347923681257,318,223,350,891,0.3569023569023569
Union Berlin,Werder Bremen,1,2,loss,2019-2020,1.2,1.6,2,6,2,10,0.2,1.6215559157212318,1.427066450567261,501,325,408,1234,0.4059967585089141
Köln,Gladbach,0,1,loss,2019-2020,1.2871508379888268,1.5039106145251397,277,243,375,895,0.3094972067039106,1.412180052956752,1.4368932038834952,410,300,423,1133,0.36187113857016767
Augsburg,Eint Frankfurt,2,1,win,2019-2020,1.2338530066815145,1.5412026726057906,134,122,193,449,0.2984409799554566,1.3545893719806763,1.4734299516908214,353,276,406,1035,0.34106280193236715
Dortmund,Leverkusen,4,0,win,2019-2020,1.8089068825910932,1.1959514170040486,611,329,295,1235,0.49473684210526314,1.734412955465587,1.2639676113360323,562,329,344,1235,0.45506072874493925
Union Berlin,Werder Bremen,1,2,loss,2019-2020,1.1818181818181819,1.6363636363636365,2,6,3,11,0.18181818181818182,1.6218623481781376,1.4267206477732794,502,325,408,1235,0.4064777327935223
RB Leipzig,Bayern Munich,1,1,draw,2019-2020,1.853080568720379,1.1706161137440758,114,49,48,211,0.5402843601895735,2.2016194331983807,0.9076923076923077,793,259,183,1235,0.6421052631578947
Paderborn 07,Schalke 04,1,5,loss,2019-2020,0.9459459459459459,1.945945945945946,14,22,38,74,0.1891891891891892,1.4063604240282686,1.2252650176678446,465,308,359,1132,0.4107773851590106
Hoffenheim,Freiburg,0,3,loss,2019-2020,1.6254545454545455,1.4963636363636363,198,168,184,550,0.36,1.233502538071066,1.6129441624365481,237,210,341,788,0.30076142131979694
Hoffenheim,Freiburg,0,3,loss,2019-2020,1.6225045372050817,1.4990925589836661,198,168,185,551,0.35934664246823955,1.2357414448669202,1.6108998732572877,238,210,341,789,0.30164765525982257
Paderborn 07,Schalke 04,1,5,loss,2019-2020,0.9466666666666667,1.9866666666666666,14,22,39,75,0.18666666666666668,1.409532215357458,1.2250661959399824,466,308,359,1133,0.411297440423654
Schalke 04,Mainz 05,2,1,win,2019-2020,1.4126984126984128,1.2248677248677249,467,308,359,1134,0.41181657848324515,1.2983870967741935,1.485483870967742,204,160,256,620,0.32903225806451614
Schalke 04,Mainz 05,2,1,win,2019-2020,1.413215859030837,1.224669603524229,468,308,359,1135,0.4123348017621145,1.2979066022544283,1.4863123993558776,204,160,257,621,0.3285024154589372
Hertha BSC,Paderborn 07,2,1,win,2019-2020,1.3239910313901346,1.4596412556053813,318,223,351,892,0.35650224215246634,0.9473684210526315,2.026315789473684,14,22,40,76,0.18421052631578946
Leverkusen,Union Berlin,2,0,win,2019-2020,1.733009708737864,1.2661812297734627,562,329,345,1236,0.4546925566343042,1.1666666666666667,1.6666666666666667,2,6,4,12,0.16666666666666666
Bayern Munich,Köln,4,0,win,2019-2020,2.2006472491909386,0.9077669902912622,793,260,183,1236,0.6415857605177994,1.2857142857142858,1.5033482142857142,277,243,376,896,0.3091517857142857
Freiburg,Augsburg,1,1,draw,2019-2020,1.2379746835443037,1.6088607594936708,239,210,341,790,0.30253164556962026,1.2355555555555555,1.54,135,122,193,450,0.3
Werder Bremen,RB Leipzig,0,3,loss,2019-2020,1.622168284789644,1.4263754045307444,503,325,408,1236,0.406957928802589,1.849056603773585,1.169811320754717,114,50,48,212,0.5377358490566038
Freiburg,Augsburg,1,1,draw,2019-2020,1.2376738305941846,1.6080910240202275,239,211,341,791,0.30214917825537296,1.2350332594235034,1.5388026607538803,135,123,193,451,0.29933481152993346
Werder Bremen,RB Leipzig,0,3,loss,2019-2020,1.6208569118835894,1.427647534357316,503,325,409,1237,0.40662894098625707,1.8544600938967135,1.164319248826291,115,50,48,213,0.539906103286385
Bayern Munich,Köln,4,0,win,2019-2020,2.202101859337106,0.9070331447049312,794,260,183,1237,0.6418755052546483,1.2842809364548495,1.5061315496098104,277,243,377,897,0.3088071348940914
Hertha BSC,Paderborn 07,2,1,win,2019-2020,1.3247480403135499,1.4591265397536395,319,223,351,893,0.3572228443449048,0.948051948051948,2.0259740259740258,14,22,41,77,0.18181818181818182
Leverkusen,Union Berlin,2,0,win,2019-2020,1.7332255456750203,1.265157639450283,563,329,345,1237,0.4551333872271625,1.0769230769230769,1.6923076923076923,2,6,5,13,0.15384615384615385
Eint Frankfurt,Dortmund,2,2,draw,2019-2020,1.3542471042471043,1.473938223938224,353,276,407,1036,0.3407335907335907,1.8106796116504855,1.1949838187702266,612,329,295,1236,0.49514563106796117
Eint Frankfurt,Dortmund,2,2,draw,2019-2020,1.3548698167791706,1.4744455159112826,353,277,407,1037,0.3404050144648023,1.810832659660469,1.1956345998383184,612,330,295,1237,0.49474535165723527
Gladbach,Düsseldorf,2,1,win,2019-2020,1.411816578483245,1.435626102292769,411,300,423,1134,0.36243386243386244,1.1866197183098592,1.6338028169014085,79,77,128,284,0.27816901408450706
Gladbach,Düsseldorf,2,1,win,2019-2020,1.4123348017621145,1.4352422907488986,412,300,423,1135,0.3629955947136564,1.1859649122807017,1.6350877192982456,79,77,129,285,0.2771929824561403
Wolfsburg,Hoffenheim,1,1,draw,2019-2020,1.5032119914346895,1.4411134903640257,359,242,333,934,0.38436830835117775,1.6195652173913044,1.5018115942028984,198,168,186,552,0.358695652173913
Wolfsburg,Hoffenheim,1,1,draw,2019-2020,1.5026737967914439,1.4406417112299466,359,243,333,935,0.3839572192513369,1.6184448462929475,1.5009041591320071,198,169,186,553,0.35804701627486435
Union Berlin,Eint Frankfurt,1,2,loss,2019-2020,1.0,1.7142857142857142,2,6,6,14,0.14285714285714285,1.3554913294797688,1.47495183044316,353,278,407,1038,0.3400770712909441
Union Berlin,Eint Frankfurt,1,2,loss,2019-2020,1.0,1.7333333333333334,2,6,7,15,0.13333333333333333,1.356111645813282,1.474494706448508,354,278,407,1039,0.34071222329162654
Hoffenheim,Gladbach,0,3,loss,2019-2020,1.6173285198555956,1.5,198,170,186,554,0.3574007220216607,1.4128521126760563,1.4348591549295775,413,300,423,1136,0.363556338028169
Augsburg,Leverkusen,0,3,loss,2019-2020,1.2345132743362832,1.5376106194690264,135,124,193,452,0.29867256637168144,1.7334410339256865,1.264135702746365,564,329,345,1238,0.4555735056542811
Mainz 05,Wolfsburg,0,1,loss,2019-2020,1.297427652733119,1.4871382636655948,204,160,258,622,0.3279742765273312,1.5021367521367521,1.4401709401709402,359,244,333,936,0.38354700854700857
Paderborn 07,Bayern Munich,2,3,loss,2019-2020,0.9487179487179487,2.0256410256410255,14,22,42,78,0.1794871794871795,2.2035541195476576,0.9063004846526656,795,260,183,1238,0.6421647819063004
Augsburg,Leverkusen,0,3,loss,2019-2020,1.2317880794701987,1.5408388520971303,135,124,194,453,0.2980132450331126,1.734463276836158,1.2631154156577886,565,329,345,1239,0.45601291364003227
RB Leipzig,Schalke 04,1,3,loss,2019-2020,1.8598130841121496,1.158878504672897,116,50,48,214,0.5420560747663551,1.4137323943661972,1.2244718309859155,469,308,359,1136,0.4128521126760563
Dortmund,Werder Bremen,2,2,draw,2019-2020,1.8109854604200324,1.1962843295638126,612,331,295,1238,0.49434571890145396,1.6195476575121164,1.4289176090468498,503,325,410,1238,0.4063004846526656
Hoffenheim,Gladbach,0,3,loss,2019-2020,1.6144144144144144,1.5027027027027027,198,170,187,555,0.3567567567567568,1.4142480211081794,1.4335971855760774,414,300,423,1137,0.3641160949868074
RB Leipzig,Schalke 04,1,3,loss,2019-2020,1.8558139534883722,1.1674418604651162,116,50,49,215,0.5395348837209303,1.415127528583993,1.2242744063324538,470,308,359,1137,0.4133685136323659
Mainz 05,Wolfsburg,0,1,loss,2019-2020,1.2953451043338684,1.4863563402889246,204,160,259,623,0.3274478330658106,1.5016008537886874,1.4386339381003201,360,244,333,937,0.384204909284952
Paderborn 07,Bayern Munich,2,3,loss,2019-2020,0.9620253164556962,2.037974683544304,14,22,43,79,0.17721518987341772,2.2041969330104925,0.9071832122679581,796,260,183,1239,0.642453591606134
Dortmund,Werder Bremen,2,2,draw,2019-2020,1.811138014527845,1.1969330104923326,612,332,295,1239,0.4939467312348668,1.6198547215496368,1.4293785310734464,503,326,410,1239,0.4059725585149314
Düsseldorf,Freiburg,1,2,loss,2019-2020,1.1853146853146854,1.6363636363636365,79,77,130,286,0.2762237762237762,1.2373737373737375,1.6073232323232323,239,212,341,792,0.30176767676767674
Köln,Hertha BSC,0,4,loss,2019-2020,1.2828507795100224,1.5089086859688197,277,243,378,898,0.30846325167037864,1.325503355704698,1.458612975391499,320,223,351,894,0.3579418344519016
Düsseldorf,Freiburg,1,2,loss,2019-2020,1.1846689895470384,1.637630662020906,79,77,131,287,0.27526132404181186,1.2383354350567466,1.6065573770491803,240,212,341,793,0.3026481715006305
Köln,Hertha BSC,0,4,loss,2019-2020,1.2814238042269188,1.5116796440489433,277,243,379,899,0.3081201334816463,1.3284916201117318,1.4569832402234637,321,223,351,895,0.358659217877095
Hertha BSC,Düsseldorf,3,1,win,2019-2020,1.3314732142857142,1.4553571428571428,322,223,351,896,0.359375,1.1840277777777777,1.6388888888888888,79,77,132,288,0.2743055555555556
Hertha BSC,Düsseldorf,3,1,win,2019-2020,1.3333333333333333,1.4548494983277591,323,223,351,897,0.3600891861761427,1.1833910034602075,1.643598615916955,79,77,133,289,0.27335640138408307
Leverkusen,RB Leipzig,1,1,draw,2019-2020,1.735483870967742,1.2620967741935485,566,329,345,1240,0.45645161290322583,1.8518518518518519,1.1759259259259258,116,50,50,216,0.5370370370370371
Paderborn 07,Mainz 05,1,2,loss,2019-2020,0.975,2.05,14,22,44,80,0.175,1.2932692307692308,1.4855769230769231,204,160,260,624,0.3269230769230769
Freiburg,Dortmund,2,2,draw,2019-2020,1.2392947103274559,1.605793450881612,241,212,341,794,0.3035264483627204,1.8112903225806452,1.1975806451612903,612,333,295,1240,0.4935483870967742
Bayern Munich,Hoffenheim,1,2,loss,2019-2020,2.2048387096774196,0.9080645161290323,797,260,183,1240,0.6427419354838709,1.6115107913669064,1.5053956834532374,198,170,188,556,0.35611510791366907
Schalke 04,Köln,1,1,draw,2019-2020,1.4165202108963093,1.2240773286467488,471,308,359,1138,0.413884007029877,1.28,1.5144444444444445,277,243,380,900,0.30777777777777776
Leverkusen,RB Leipzig,1,1,draw,2019-2020,1.734891216760677,1.2618855761482675,566,330,345,1241,0.45608380338436744,1.847926267281106,1.1751152073732718,116,51,50,217,0.5345622119815668
Freiburg,Dortmund,2,2,draw,2019-2020,1.240251572327044,1.6062893081761007,241,213,341,795,0.3031446540880503,1.8114423851732473,1.1982272360999193,612,334,295,1241,0.4931506849315068
Bayern Munich,Hoffenheim,1,2,loss,2019-2020,2.2038678485092666,0.9089443996776793,797,260,184,1241,0.6422240128928284,1.6122082585278277,1.5044883303411132,199,170,188,557,0.35727109515260325
Paderborn 07,Mainz 05,1,2,loss,2019-2020,0.9753086419753086,2.049382716049383,14,22,45,81,0.1728395061728395,1.2944,1.4848,205,160,260,625,0.328
Schalke 04,Köln,1,1,draw,2019-2020,1.4161545215100966,1.2238805970149254,471,309,359,1139,0.4135206321334504,1.2796892341842396,1.513873473917869,277,244,380,901,0.3074361820199778
Eint Frankfurt,Werder Bremen,2,2,draw,2019-2020,1.3567307692307693,1.4740384615384616,355,278,407,1040,0.34134615384615385,1.6201612903225806,1.4298387096774194,503,327,410,1240,0.4056451612903226
Gladbach,Augsburg,5,1,win,2019-2020,1.4156414762741651,1.4323374340949033,415,300,423,1138,0.36467486818980666,1.2290748898678414,1.5440528634361232,135,124,195,454,0.2973568281938326
Wolfsburg,Union Berlin,1,0,win,2019-2020,1.5010660980810235,1.4371002132196162,361,244,333,938,0.38486140724946694,1.0,1.75,2,6,8,16,0.125
Gladbach,Augsburg,5,1,win,2019-2020,1.4187884108867428,1.4319578577699736,416,300,423,1139,0.3652326602282704,1.2285714285714286,1.5516483516483517,135,124,196,455,0.2967032967032967
Wolfsburg,Union Berlin,1,0,win,2019-2020,1.5005324813631522,1.4355697550585729,362,244,333,939,0.3855165069222577,0.9411764705882353,1.7058823529411764,2,6,9,17,0.11764705882352941
Eint Frankfurt,Werder Bremen,2,2,draw,2019-2020,1.3573487031700289,1.4745437079731027,355,279,407,1041,0.3410182516810759,1.620467365028203,1.4302981466559226,503,328,410,1241,0.40531829170024175
Eint Frankfurt,Leverkusen,3,0,win,2019-2020,1.3579654510556622,1.4750479846449136,355,280,407,1042,0.34069097888675626,1.7342995169082125,1.2616747181964574,566,331,345,1242,0.4557165861513688
