home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Leverkusen,RB Leipzig,2,4,loss,2018-2019,1.7201646090534979,1.2666666666666666,548,325,342,1215,0.4510288065843621,1.8219895287958114,1.1832460732984293,101,44,46,191,0.5287958115183246
Bayern Munich,Dortmund,5,0,win,2018-2019,2.191769547325103,0.9102880658436214,780,252,183,1215,0.6419753086419753,1.7958847736625514,1.188477366255144,598,327,290,1215,0.49218106995884775
Wolfsburg,Hannover 96,3,1,win,2018-2019,1.4863088718510404,1.4490690032858708,348,236,329,913,0.38116100766703176,1.2425106990014265,1.708987161198288,203,168,330,701,0.289586305278174
Hertha BSC,Düsseldorf,1,2,loss,2018-2019,1.3295063145809414,1.444316877152698,314,217,340,871,0.3605051664753157,1.144486692015209,1.608365019011407,72,73,118,263,0.2737642585551331
Augsburg,Hoffenheim,0,4,loss,2018-2019,1.205607476635514,1.4742990654205608,129,118,181,428,0.3014018691588785,1.6150943396226416,1.4924528301886792,190,164,176,530,0.3584905660377358
Gladbach,Werder Bremen,1,1,draw,2018-2019,1.414568345323741,1.4424460431654675,403,294,415,1112,0.36241007194244607,1.6235584843492588,1.4209225700164745,493,321,400,1214,0.4060955518945634
Augsburg,Hoffenheim,0,4,loss,2018-2019,1.2027972027972027,1.4801864801864801,129,118,182,429,0.3006993006993007,1.6195856873822976,1.4896421845574388,191,164,176,531,0.35969868173258
Gladbach,Werder Bremen,1,1,draw,2018-2019,1.4141958670260557,1.4420485175202156,403,295,415,1113,0.36208445642407905,1.623045267489712,1.4205761316872427,493,322,400,1215,0.405761316872428
Nürnberg,Schalke 04,1,1,draw,2018-2019,1.143491124260355,1.5532544378698225,187,181,308,676,0.27662721893491127,1.4093357271095153,1.2235188509874326,461,298,355,1114,0.4138240574506284
Nürnberg,Schalke 04,1,1,draw,2018-2019,1.1432791728212703,1.552437223042836,187,182,308,677,0.276218611521418,1.4089686098654708,1.223318385650224,461,299,355,1115,0.4134529147982063
RB Leipzig,Wolfsburg,2,0,win,2018-2019,1.8333333333333333,1.1875,102,44,46,192,0.53125,1.487964989059081,1.4485776805251642,349,236,329,914,0.38183807439824946
Dortmund,Mainz 05,2,1,win,2018-2019,1.794407894736842,1.191611842105263,598,327,291,1216,0.4917763157894737,1.285,1.4616666666666667,196,158,246,600,0.32666666666666666
Hannover 96,Gladbach,0,1,loss,2018-2019,1.2421652421652423,1.710826210826211,203,168,331,702,0.28917378917378916,1.4138240574506284,1.4416517055655296,403,296,415,1114,0.3617594254937163
Stuttgart,Leverkusen,0,1,loss,2018-2019,1.4825783972125435,1.4573170731707317,443,288,417,1148,0.3858885017421603,1.7203947368421053,1.2689144736842106,548,325,343,1216,0.4506578947368421
Dortmund,Mainz 05,2,1,win,2018-2019,1.7945768282662284,1.191454396055875,599,327,291,1217,0.49219391947411667,1.2845257903494176,1.4625623960066556,196,158,247,601,0.3261231281198003
Stuttgart,Leverkusen,0,1,loss,2018-2019,1.4812880765883376,1.4569190600522193,443,288,418,1149,0.3855526544821584,1.7198027937551357,1.2678718159408382,549,325,343,1217,0.45110928512736237
Hannover 96,Gladbach,0,1,loss,2018-2019,1.240398293029872,1.7098150782361308,203,168,332,703,0.2887624466571835,1.4134529147982062,1.4403587443946189,404,296,415,1115,0.36233183856502243
Werder Bremen,Freiburg,2,1,win,2018-2019,1.622532894736842,1.4202302631578947,493,323,400,1216,0.40542763157894735,1.2233766233766235,1.6090909090909091,231,208,331,770,0.3
Werder Bremen,Freiburg,2,1,win,2018-2019,1.6228430566967953,1.419884963023829,494,323,400,1217,0.4059161873459326,1.2230869001297018,1.609597924773022,231,208,332,771,0.29961089494163423
RB Leipzig,Wolfsburg,2,0,win,2018-2019,1.83419689119171,1.1813471502590673,103,44,46,193,0.533678756476684,1.4863387978142077,1.4491803278688524,349,236,330,915,0.3814207650273224
Hoffenheim,Hertha BSC,2,0,win,2018-2019,1.6240601503759398,1.486842105263158,192,164,176,532,0.3609022556390977,1.3291284403669725,1.444954128440367,314,217,341,872,0.36009174311926606
Hoffenheim,Hertha BSC,2,0,win,2018-2019,1.624765478424015,1.4840525328330207,193,164,176,533,0.3621013133208255,1.3276059564719358,1.445589919816724,314,217,342,873,0.35967926689576174
Düsseldorf,Bayern Munich,1,4,loss,2018-2019,1.1477272727272727,1.606060606060606,73,73,118,264,0.2765151515151515,2.1940789473684212,0.9095394736842105,781,252,183,1216,0.6422697368421053
Eint Frankfurt,Augsburg,1,3,loss,2018-2019,1.3631889763779528,1.4596456692913387,349,272,395,1016,0.343503937007874,1.2,1.486046511627907,129,118,183,430,0.3
Eint Frankfurt,Augsburg,1,3,loss,2018-2019,1.3628318584070795,1.4611602753195674,349,272,396,1017,0.34316617502458213,1.2041763341067286,1.4849187935034802,130,118,183,431,0.30162412993039445
Düsseldorf,Bayern Munich,1,4,loss,2018-2019,1.1471698113207547,1.6150943396226416,73,73,119,265,0.27547169811320754,2.1955628594905505,0.9096138044371405,782,252,183,1217,0.6425636811832375
Gladbach,RB Leipzig,1,2,loss,2018-2019,1.4130824372759856,1.439068100358423,405,296,415,1116,0.3629032258064516,1.8350515463917525,1.175257731958763,104,44,46,194,0.5360824742268041
Mainz 05,Düsseldorf,3,1,win,2018-2019,1.2840531561461794,1.4634551495016612,196,158,248,602,0.32558139534883723,1.1466165413533835,1.6240601503759398,73,73,120,266,0.2744360902255639
Augsburg,Stuttgart,6,0,win,2018-2019,1.2083333333333333,1.4837962962962963,131,118,183,432,0.30324074074074076,1.48,1.4565217391304348,443,288,419,1150,0.38521739130434784
Augsburg,Stuttgart,6,0,win,2018-2019,1.2193995381062355,1.4803695150115475,132,118,183,433,0.30484988452655887,1.47871416159861,1.4604691572545612,443,288,420,1151,0.3848827106863597
Leverkusen,Nürnberg,2,0,win,2018-2019,1.7192118226600985,1.2668308702791462,550,325,343,1218,0.451559934318555,1.1430678466076696,1.551622418879056,187,183,308,678,0.275811209439528
Bayern Munich,Werder Bremen,1,0,win,2018-2019,2.1970443349753697,0.909688013136289,783,252,183,1218,0.6428571428571429,1.6231527093596059,1.4195402298850575,495,323,400,1218,0.4064039408866995
Bayern Munich,Werder Bremen,1,0,win,2018-2019,2.196062346185398,0.9089417555373257,784,252,183,1219,0.6431501230516817,1.6218211648892535,1.4191960623461854,495,323,401,1219,0.40607054963084493
Leverkusen,Nürnberg,2,0,win,2018-2019,1.719442165709598,1.265791632485644,551,325,343,1219,0.4520098441345365,1.1413843888070692,1.5522827687776142,187,183,309,679,0.27540500736377027
Gladbach,RB Leipzig,1,2,loss,2018-2019,1.4127126230975828,1.4395702775290957,405,296,416,1117,0.36257833482542523,1.8358974358974358,1.1743589743589744,105,44,46,195,0.5384615384615384
Mainz 05,Düsseldorf,3,1,win,2018-2019,1.286898839137645,1.462686567164179,197,158,248,603,0.32669983416252074,1.146067415730337,1.6292134831460674,73,73,121,267,0.27340823970037453
Schalke 04,Hoffenheim,2,5,loss,2018-2019,1.4086021505376345,1.2231182795698925,461,300,355,1116,0.41308243727598565,1.6254681647940075,1.4812734082397003,194,164,176,534,0.36329588014981273
Schalke 04,Hoffenheim,2,5,loss,2018-2019,1.4091316025067144,1.2264995523724262,461,300,356,1117,0.41271262309758283,1.6317757009345795,1.4822429906542056,195,164,176,535,0.3644859813084112
Freiburg,Dortmund,0,4,loss,2018-2019,1.2227979274611398,1.6101036269430051,231,208,333,772,0.29922279792746115,1.7947454844006567,1.1912972085385878,600,327,291,1218,0.49261083743842365
Hertha BSC,Hannover 96,0,0,draw,2018-2019,1.326086956521739,1.4462242562929062,314,217,343,874,0.35926773455377575,1.2386363636363635,1.7088068181818181,203,168,333,704,0.2883522727272727
Hertha BSC,Hannover 96,0,0,draw,2018-2019,1.3245714285714285,1.4445714285714286,314,218,343,875,0.3588571428571429,1.2368794326241135,1.7063829787234042,203,169,333,705,0.28794326241134754
Freiburg,Dortmund,0,4,loss,2018-2019,1.221216041397154,1.613195342820181,231,208,334,773,0.2988357050452781,1.796554552912223,1.1903199343724364,601,327,291,1219,0.49302707136997537
Wolfsburg,Eint Frankfurt,1,1,draw,2018-2019,1.48471615720524,1.4497816593886463,349,236,331,916,0.38100436681222705,1.362475442043222,1.462671905697446,349,272,397,1018,0.3428290766208251
Wolfsburg,Eint Frankfurt,1,1,draw,2018-2019,1.4841875681570338,1.4492911668484187,349,237,331,917,0.38058887677208286,1.3621197252208046,1.4622178606476939,349,273,397,1019,0.34249263984298334
Augsburg,Leverkusen,1,4,loss,2018-2019,1.2304147465437787,1.476958525345622,133,118,183,434,0.3064516129032258,1.719672131147541,1.2647540983606558,552,325,343,1220,0.4524590163934426
Augsburg,Leverkusen,1,4,loss,2018-2019,1.2298850574712643,1.4827586206896552,133,118,184,435,0.3057471264367816,1.7215397215397215,1.2645372645372646,553,325,343,1221,0.45290745290745293
Eint Frankfurt,Hertha BSC,0,0,draw,2018-2019,1.361764705882353,1.4617647058823529,349,274,397,1020,0.34215686274509804,1.3230593607305936,1.4429223744292237,314,219,343,876,0.3584474885844749
Hannover 96,Mainz 05,1,0,win,2018-2019,1.2351274787535411,1.7039660056657224,203,170,333,706,0.28753541076487255,1.2897350993377483,1.4619205298013245,198,158,248,604,0.32781456953642385
Düsseldorf,Werder Bremen,4,1,win,2018-2019,1.1455223880597014,1.6343283582089552,73,73,122,268,0.27238805970149255,1.6204918032786886,1.4188524590163933,495,323,402,1220,0.4057377049180328
RB Leipzig,Freiburg,2,1,win,2018-2019,1.836734693877551,1.1734693877551021,106,44,46,196,0.5408163265306123,1.2196382428940569,1.6162790697674418,231,208,335,774,0.29844961240310075
Dortmund,Schalke 04,2,4,loss,2018-2019,1.798360655737705,1.189344262295082,602,327,291,1220,0.4934426229508197,1.4096601073345258,1.2298747763864042,461,300,357,1118,0.41234347048300535
Stuttgart,Gladbach,1,0,win,2018-2019,1.4774305555555556,1.4644097222222223,443,288,421,1152,0.3845486111111111,1.4123434704830053,1.4400715563506261,405,296,417,1118,0.3622540250447227
Stuttgart,Gladbach,1,0,win,2018-2019,1.4770164787510842,1.4631396357328708,444,288,421,1153,0.38508239375542064,1.4110813226094727,1.4396782841823057,405,296,418,1119,0.36193029490616624
RB Leipzig,Freiburg,2,1,win,2018-2019,1.8375634517766497,1.1725888324873097,107,44,46,197,0.5431472081218274,1.2193548387096773,1.616774193548387,231,208,336,775,0.29806451612903223
Hannover 96,Mainz 05,1,0,win,2018-2019,1.2347949080622347,1.7015558698727016,204,170,333,707,0.28854314002828857,1.287603305785124,1.4611570247933885,198,158,249,605,0.32727272727272727
Düsseldorf,Werder Bremen,4,1,win,2018-2019,1.1561338289962826,1.6319702602230484,74,73,122,269,0.275092936802974,1.61998361998362,1.420966420966421,495,323,403,1221,0.40540540540540543
Dortmund,Schalke 04,2,4,loss,2018-2019,1.7985257985257985,1.1916461916461916,602,327,292,1221,0.49303849303849306,1.4119749776586237,1.230563002680965,462,300,357,1119,0.4128686327077748
Eint Frankfurt,Hertha BSC,0,0,draw,2018-2019,1.3604309500489715,1.4603330068560234,349,275,397,1021,0.3418217433888345,1.3215507411630558,1.4412770809578108,314,220,343,877,0.3580387685290764
Nürnberg,Bayern Munich,1,1,draw,2018-2019,1.1397058823529411,1.5529411764705883,187,183,310,680,0.275,2.1950819672131145,0.9081967213114754,785,252,183,1220,0.6434426229508197
Nürnberg,Bayern Munich,1,1,draw,2018-2019,1.1395007342143906,1.552129221732746,187,184,310,681,0.2745961820851689,2.194103194103194,0.9082719082719083,785,253,183,1221,0.642915642915643
Hoffenheim,Wolfsburg,1,4,loss,2018-2019,1.6380597014925373,1.4832089552238805,196,164,176,536,0.3656716417910448,1.4836601307189543,1.44880174291939,349,238,331,918,0.3801742919389978
Hoffenheim,Wolfsburg,1,4,loss,2018-2019,1.6368715083798884,1.4878957169459963,196,164,177,537,0.3649906890130354,1.4863982589771492,1.4483133841131666,350,238,331,919,0.3808487486398259
Mainz 05,RB Leipzig,3,3,draw,2018-2019,1.2854785478547854,1.4603960396039604,198,158,250,606,0.32673267326732675,1.8383838383838385,1.1717171717171717,108,44,46,198,0.5454545454545454
Mainz 05,RB Leipzig,3,3,draw,2018-2019,1.2883031301482701,1.4629324546952225,198,159,250,607,0.3261943986820428,1.8442211055276383,1.1809045226130652,108,45,46,199,0.542713567839196
Gladbach,Hoffenheim,2,2,draw,2018-2019,1.4098214285714286,1.4392857142857143,405,296,419,1120,0.36160714285714285,1.6356877323420074,1.4925650557620818,196,164,178,538,0.3643122676579926
Werder Bremen,Dortmund,2,2,draw,2018-2019,1.6194762684124386,1.4230769230769231,495,323,404,1222,0.40507364975450083,1.7986906710310966,1.1939443535188217,602,327,293,1222,0.49263502454991814
Hertha BSC,Stuttgart,3,1,win,2018-2019,1.3200455580865604,1.439635535307517,314,221,343,878,0.357630979498861,1.4766031195840554,1.4618717504332757,445,288,421,1154,0.3856152512998267
Gladbach,Hoffenheim,2,2,draw,2018-2019,1.4103479036574487,1.43978590544157,405,297,419,1121,0.36128456735057984,1.6363636363636365,1.4935064935064934,196,165,178,539,0.36363636363636365
Bayern Munich,Hannover 96,3,1,win,2018-2019,2.193126022913257,0.9083469721767594,785,254,183,1222,0.6423895253682488,1.234463276836158,1.6991525423728813,205,170,333,708,0.2895480225988701
Wolfsburg,Nürnberg,2,0,win,2018-2019,1.4891304347826086,1.4478260869565218,351,238,331,920,0.3815217391304348,1.1392961876832846,1.5513196480938416,187,185,310,682,0.27419354838709675
Bayern Munich,Hannover 96,3,1,win,2018-2019,2.193785772690106,0.9084219133278822,786,254,183,1223,0.642681929681112,1.2341325811001411,1.7009873060648801,205,170,334,709,0.28913963328631875
Wolfsburg,Nürnberg,2,0,win,2018-2019,1.489685124864278,1.4462540716612378,352,238,331,921,0.38219326818675353,1.137628111273792,1.5519765739385065,187,185,311,683,0.27379209370424595
Hertha BSC,Stuttgart,3,1,win,2018-2019,1.3219567690557452,1.4391353811149032,315,221,343,879,0.3583617747440273,1.4761904761904763,1.4632034632034632,445,288,422,1155,0.3852813852813853
Werder Bremen,Dortmund,2,2,draw,2018-2019,1.6197874080130825,1.4235486508585447,495,324,404,1223,0.40474243663123466,1.7988552739165986,1.19460343417825,602,328,293,1223,0.4922322158626329
Leverkusen,Eint Frankfurt,6,1,win,2018-2019,1.7234042553191489,1.2643207855973813,554,325,343,1222,0.4533551554828151,1.3590998043052838,1.4589041095890412,349,276,397,1022,0.34148727984344424
Freiburg,Düsseldorf,1,1,draw,2018-2019,1.2190721649484537,1.6172680412371134,231,208,337,776,0.297680412371134,1.1666666666666667,1.6296296296296295,75,73,122,270,0.2777777777777778
Schalke 04,Augsburg,0,0,draw,2018-2019,1.4142857142857144,1.23125,463,300,357,1120,0.4133928571428571,1.2293577981651376,1.488532110091743,133,118,185,436,0.30504587155963303
Leverkusen,Eint Frankfurt,6,1,win,2018-2019,1.7269010629599346,1.2641046606704824,555,325,343,1223,0.4538021259198692,1.3587487781036167,1.4633431085043989,349,276,398,1023,0.3411534701857282
Schalke 04,Augsburg,0,0,draw,2018-2019,1.4130240856378233,1.2301516503122212,463,301,357,1121,0.4130240856378234,1.2265446224256293,1.4851258581235698,133,119,185,437,0.30434782608695654
Freiburg,Düsseldorf,1,1,draw,2018-2019,1.2187902187902189,1.6164736164736164,231,209,337,777,0.2972972972972973,1.1660516605166051,1.6273062730627306,75,74,122,271,0.2767527675276753
Nürnberg,Gladbach,0,4,loss,2018-2019,1.1359649122807018,1.5526315789473684,187,185,312,684,0.2733918128654971,1.410873440285205,1.4402852049910873,405,298,419,1122,0.3609625668449198
Hoffenheim,Werder Bremen,0,1,loss,2018-2019,1.637037037037037,1.4944444444444445,196,166,178,540,0.362962962962963,1.6200980392156863,1.4240196078431373,495,325,404,1224,0.40441176470588236
Hannover 96,Freiburg,3,0,win,2018-2019,1.2338028169014084,1.7028169014084507,205,170,335,710,0.2887323943661972,1.218508997429306,1.6156812339331619,231,210,337,778,0.2969151670951157
Stuttgart,Wolfsburg,3,0,win,2018-2019,1.4757785467128028,1.4645328719723183,445,288,423,1156,0.38494809688581316,1.490238611713666,1.4446854663774404,353,238,331,922,0.38286334056399135
RB Leipzig,Bayern Munich,0,0,draw,2018-2019,1.85,1.19,108,46,46,200,0.54,2.1944444444444446,0.9084967320261438,787,254,183,1224,0.6429738562091504
Leverkusen,Schalke 04,1,1,draw,2018-2019,1.7303921568627452,1.2638888888888888,556,325,343,1224,0.4542483660130719,1.411764705882353,1.2290552584670231,463,302,357,1122,0.4126559714795009
Augsburg,Hertha BSC,3,4,loss,2018-2019,1.2237442922374429,1.4817351598173516,133,120,185,438,0.3036529680365297,1.3238636363636365,1.4386363636363637,316,221,343,880,0.35909090909090907
Dortmund,Düsseldorf,3,2,win,2018-2019,1.7990196078431373,1.1952614379084967,602,329,293,1224,0.4918300653594771,1.1654411764705883,1.625,75,75,122,272,0.2757352941176471
Leverkusen,Schalke 04,1,1,draw,2018-2019,1.729795918367347,1.2636734693877552,556,326,343,1225,0.45387755102040817,1.4113980409617097,1.2288512911843277,463,303,357,1123,0.41228851291184326
Hannover 96,Freiburg,3,0,win,2018-2019,1.2362869198312236,1.7004219409282701,206,170,335,711,0.28973277074542897,1.2169448010269577,1.6174582798459562,231,210,338,779,0.29653401797175866
Nürnberg,Gladbach,0,4,loss,2018-2019,1.1343065693430656,1.5562043795620437,187,185,313,685,0.272992700729927,1.413178984861977,1.4390026714158504,406,298,419,1123,0.36153161175422976
RB Leipzig,Bayern Munich,0,0,draw,2018-2019,1.8407960199004976,1.1840796019900497,108,47,46,201,0.5373134328358209,2.19265306122449,0.9077551020408163,787,255,183,1225,0.6424489795918368
Hoffenheim,Werder Bremen,0,1,loss,2018-2019,1.634011090573013,1.4935304990757856,196,166,179,541,0.36229205175600737,1.619591836734694,1.4228571428571428,496,325,404,1225,0.4048979591836735
Stuttgart,Wolfsburg,3,0,win,2018-2019,1.4770959377700952,1.463267070008643,446,288,423,1157,0.38547968885047534,1.4886240520043337,1.4463705308775732,353,238,332,923,0.38244853737811485
Augsburg,Hertha BSC,3,4,loss,2018-2019,1.2277904328018223,1.4874715261958997,133,120,186,439,0.30296127562642367,1.3269012485811578,1.4404086265607265,317,221,343,881,0.3598183881952327
Dortmund,Düsseldorf,3,2,win,2018-2019,1.8,1.1959183673469387,603,329,293,1225,0.4922448979591837,1.1684981684981686,1.63003663003663,75,75,123,273,0.27472527472527475
Eint Frankfurt,Mainz 05,0,2,loss,2018-2019,1.3583984375,1.4677734375,349,276,399,1024,0.3408203125,1.2911184210526316,1.4654605263157894,198,160,250,608,0.3256578947368421
Eint Frankfurt,Mainz 05,0,2,loss,2018-2019,1.3570731707317074,1.4682926829268292,349,276,400,1025,0.3404878048780488,1.2922824302134648,1.4630541871921183,199,160,250,609,0.32676518883415434
Werder Bremen,RB Leipzig,2,1,win,2018-2019,1.6190864600326265,1.4216965742251224,497,325,404,1226,0.40538336052202284,1.8316831683168318,1.1782178217821782,108,48,46,202,0.5346534653465347
Schalke 04,Stuttgart,0,0,draw,2018-2019,1.4110320284697508,1.2286476868327403,463,304,357,1124,0.41192170818505336,1.4784110535405872,1.4620034542314335,447,288,423,1158,0.3860103626943005
Bayern Munich,Eint Frankfurt,5,1,win,2018-2019,2.190864600326264,0.9070146818923328,787,256,183,1226,0.6419249592169658,1.3557504873294346,1.4688109161793372,349,276,401,1026,0.3401559454191033
Gladbach,Dortmund,0,2,loss,2018-2019,1.4154804270462633,1.4377224199288257,407,298,419,1124,0.3620996441281139,1.8009787928221859,1.196574225122349,604,329,293,1226,0.4926590538336052
Wolfsburg,Augsburg,8,1,win,2018-2019,1.4870129870129871,1.448051948051948,353,238,333,924,0.38203463203463206,1.231818181818182,1.4931818181818182,133,120,187,440,0.30227272727272725
Düsseldorf,Hannover 96,2,1,win,2018-2019,1.1715328467153285,1.635036496350365,75,75,124,274,0.2737226277372263,1.2387640449438202,1.6980337078651686,207,170,335,712,0.2907303370786517
Mainz 05,Hoffenheim,4,2,win,2018-2019,1.2934426229508196,1.460655737704918,200,160,250,610,0.32786885245901637,1.6309963099630995,1.492619926199262,196,166,180,542,0.36162361623616235
Freiburg,Nürnberg,5,1,win,2018-2019,1.2153846153846153,1.6192307692307693,231,210,339,780,0.29615384615384616,1.1326530612244898,1.5597667638483965,187,185,314,686,0.2725947521865889
Düsseldorf,Hannover 96,2,1,win,2018-2019,1.1745454545454546,1.6327272727272728,76,75,124,275,0.27636363636363637,1.238429172510519,1.6984572230014026,207,170,336,713,0.2903225806451613
Hertha BSC,Leverkusen,1,5,loss,2018-2019,1.3299319727891157,1.4421768707482994,318,221,343,882,0.36054421768707484,1.7292006525285482,1.2634584013050572,556,327,343,1226,0.4535073409461664
Freiburg,Nürnberg,5,1,win,2018-2019,1.2202304737516005,1.618437900128041,232,210,339,781,0.2970550576184379,1.1324599708879184,1.5647743813682677,187,185,315,687,0.27219796215429404
Gladbach,Dortmund,0,2,loss,2018-2019,1.4142222222222223,1.4382222222222223,407,298,420,1125,0.36177777777777775,1.8011409942950285,1.19559902200489,605,329,293,1227,0.4930725346373268
Werder Bremen,RB Leipzig,2,1,win,2018-2019,1.619396903015485,1.421352893235534,498,325,404,1227,0.4058679706601467,1.8275862068965518,1.1822660098522169,108,48,47,203,0.5320197044334976
Mainz 05,Hoffenheim,4,2,win,2018-2019,1.297872340425532,1.4615384615384615,201,160,250,611,0.32896890343698854,1.6316758747697975,1.4972375690607735,196,166,181,543,0.36095764272559855
Bayern Munich,Eint Frankfurt,5,1,win,2018-2019,2.193154034229829,0.9070904645476773,788,256,183,1227,0.6422167889160554,1.3554040895813049,1.4722492697176242,349,276,402,1027,0.33982473222979553
Hertha BSC,Leverkusen,1,5,loss,2018-2019,1.3295583238958097,1.4462061155152888,318,221,344,883,0.36013590033975085,1.7318663406682966,1.263243683781581,557,327,343,1227,0.4539527302363488
Schalke 04,Stuttgart,0,0,draw,2018-2019,1.4097777777777778,1.2275555555555555,463,305,357,1125,0.41155555555555556,1.4771354616048318,1.460742018981881,447,289,423,1159,0.3856773080241588
Wolfsburg,Augsburg,8,1,win,2018-2019,1.4940540540540541,1.4475675675675677,354,238,333,925,0.3827027027027027,1.2312925170068028,1.507936507936508,133,120,188,441,0.30158730158730157
Stuttgart,Union Berlin,2,2,draw,2018-2019,1.4758620689655173,1.4594827586206895,447,290,423,1160,0.3853448275862069,0.0,0.0,0,0,0,0,0.0
Stuttgart,Union Berlin,2,2,draw,2018-2019,1.4763135228251507,1.4599483204134367,447,291,423,1161,0.3850129198966408,2.0,2.0,0,1,0,1,0.0
Union Berlin,Stuttgart,0,0,draw,2018-2019,2.0,2.0,0,2,0,2,0.0,1.4767641996557659,1.4604130808950087,447,292,423,1162,0.3846815834767642
Union Berlin,Stuttgart,0,0,draw,2018-2019,1.3333333333333333,1.3333333333333333,0,3,0,3,0.0,1.4754944110060189,1.4591573516766982,447,293,423,1163,0.38435081685296646
Bayern Munich,Hertha BSC,2,2,draw,2019-2020,2.195439739413681,0.9071661237785016,789,256,183,1228,0.6425081433224755,1.329185520361991,1.4502262443438914,318,221,345,884,0.3597285067873303
Bayern Munich,Hertha BSC,2,2,draw,2019-2020,2.195280716029292,0.9080553295362083,789,257,183,1229,0.6419853539462979,1.3299435028248587,1.4508474576271186,318,222,345,885,0.3593220338983051
Leverkusen,Paderborn 07,3,2,win,2019-2020,1.734527687296417,1.263029315960912,558,327,343,1228,0.4543973941368078,0.9117647058823529,1.911764705882353,14,20,34,68,0.20588235294117646
Wolfsburg,Köln,2,1,win,2019-2020,1.5010799136069115,1.4470842332613392,355,238,333,926,0.3833693304535637,1.2882882882882882,1.5011261261261262,275,243,370,888,0.3096846846846847
Werder Bremen,Düsseldorf,1,3,loss,2019-2020,1.6197068403908794,1.4210097719869708,499,325,404,1228,0.40635179153094464,1.1775362318840579,1.6304347826086956,77,75,124,276,0.27898550724637683
Dortmund,Augsburg,5,1,win,2019-2020,1.8013029315960911,1.1946254071661238,606,329,293,1228,0.49348534201954397,1.2307692307692308,1.5226244343891402,133,120,189,442,0.3009049773755656
Leverkusen,Paderborn 07,3,2,win,2019-2020,1.7355573637103336,1.2636289666395444,559,327,343,1229,0.4548413344182262,0.927536231884058,1.9275362318840579,14,20,35,69,0.2028985507246377
Freiburg,Mainz 05,3,0,win,2019-2020,1.225063938618926,1.6176470588235294,233,210,339,782,0.2979539641943734,1.3022875816993464,1.4624183006535947,202,160,250,612,0.3300653594771242
Gladbach,Schalke 04,0,0,draw,2019-2020,1.4129662522202486,1.4387211367673178,407,298,421,1126,0.3614564831261101,1.4085257548845471,1.2264653641207814,463,306,357,1126,0.411190053285968
Wolfsburg,Köln,2,1,win,2019-2020,1.5016181229773462,1.4466019417475728,356,238,333,927,0.38403451995685006,1.2879640044994376,1.501687289088864,275,243,371,889,0.3093363329583802
Dortmund,Augsburg,5,1,win,2019-2020,1.8039056143205858,1.19446704637917,607,329,293,1229,0.49389747762408465,1.2302483069977426,1.5304740406320543,133,120,190,443,0.3002257336343115
Freiburg,Mainz 05,3,0,win,2019-2020,1.227330779054917,1.615581098339719,234,210,339,783,0.2988505747126437,1.300163132137031,1.464926590538336,202,160,251,613,0.3295269168026101
Werder Bremen,Düsseldorf,1,3,loss,2019-2020,1.6192026037428804,1.4222945484133442,499,325,405,1229,0.40602115541090317,1.184115523465704,1.628158844765343,78,75,124,277,0.2815884476534296
Gladbach,Schalke 04,0,0,draw,2019-2020,1.411712511091393,1.4374445430346052,407,299,421,1127,0.3611357586512866,1.4072759538598048,1.225377107364685,463,307,357,1127,0.4108251996450754
Union Berlin,RB Leipzig,0,4,loss,2019-2020,1.0,1.0,0,4,0,4,0.0,1.8235294117647058,1.1862745098039216,108,48,48,204,0.5294117647058824
Eint Frankfurt,Hoffenheim,1,0,win,2019-2020,1.355058365758755,1.4756809338521402,349,276,403,1028,0.33949416342412453,1.6323529411764706,1.5018382352941178,196,166,182,544,0.3602941176470588
Eint Frankfurt,Hoffenheim,1,0,win,2019-2020,1.3547133138969873,1.4742468415937804,350,276,403,1029,0.3401360544217687,1.6293577981651377,1.5009174311926605,196,166,183,545,0.3596330275229358
Union Berlin,RB Leipzig,0,4,loss,2019-2020,0.8,1.6,0,4,1,5,0.0,1.8341463414634147,1.1804878048780487,109,48,48,205,0.5317073170731708
Köln,Dortmund,1,3,loss,2019-2020,1.2876404494382023,1.502247191011236,275,243,372,890,0.3089887640449438,1.8065040650406503,1.194308943089431,608,329,293,1230,0.4943089430894309
Köln,Dortmund,1,3,loss,2019-2020,1.287317620650954,1.5039281705948373,275,243,373,891,0.30864197530864196,1.8074735987002437,1.1941510966693745,609,329,293,1231,0.49471974004874086
Augsburg,Union Berlin,1,1,draw,2019-2020,1.2297297297297298,1.5382882882882882,133,120,191,444,0.29954954954954954,0.6666666666666666,2.0,0,4,2,6,0.0
Düsseldorf,Leverkusen,1,3,loss,2019-2020,1.1906474820143884,1.6258992805755397,79,75,124,278,0.2841726618705036,1.7365853658536585,1.2642276422764227,560,327,343,1230,0.45528455284552843
Paderborn 07,Freiburg,1,3,loss,2019-2020,0.9428571428571428,1.9428571428571428,14,20,36,70,0.2,1.2295918367346939,1.6135204081632653,235,210,339,784,0.2997448979591837
Mainz 05,Gladbach,1,3,loss,2019-2020,1.298045602605863,1.4674267100977199,202,160,252,614,0.3289902280130293,1.4104609929078014,1.4361702127659575,407,300,421,1128,0.3608156028368794
