home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result,time
Real Madrid,Villarreal,2023-04-08,57887.0,Estadio Santiago Bernabéu,Hsu Jason,played,2.0,3.0,2022-2023,2.2,0.8,0.6307460437076111,2.0,0.4,0.4125144843568945,loss,
Real Sociedad,Getafe,2023-04-08,27606.0,Reale Arena,Mario Melero,played,2.0,0.0,2022-2023,0.6,0.8,0.370156636438582,1.6,1.2,0.3194650817236255,win,
Osasuna,Elche,2023-04-08,16925.0,Estadio El Sadar,Pablo González,played,2.0,1.0,2022-2023,0.6,1.2,0.3077742279020234,0.8,2.0,0.2073732718894009,win,
Espanyol,Athletic Club,2023-04-08,24903.0,RCDE Stadium,José Luis Munuera,played,1.0,2.0,2022-2023,1.2,2.2,0.3206924979389942,1.0,1.0,0.3700075357950264,loss,
Valladolid,Mallorca,2023-04-09,18010.0,Estadio Municipal José Zorrilla,Alejandro Muñíz,played,3.0,3.0,2022-2023,0.8,2.8,0.2794279427942794,0.4,1.0,0.3442424242424242,draw,
Betis,Cádiz,2023-04-09,51555.0,Estadio Benito Villamarín,Guillermo Cuadra,played,0.0,2.0,2022-2023,1.0,0.8,0.3417890520694259,0.8,1.0,0.2205438066465256,loss,
Almería,Valencia,2023-04-09,14309.0,Power Horse Stadium,José Sánchez,played,2.0,1.0,2022-2023,1.0,1.4,0.2705882352941176,0.6,1.0,0.4476262245666917,win,
Rayo Vallecano,Atlético Madrid,2023-04-09,13512.0,Estadio del Rayo Vallecano,Ricardo de Burgos,played,1.0,2.0,2022-2023,0.6,1.4,0.2908242612752721,2.4,0.4,0.4876099120703437,loss,
Barcelona,Girona,2023-04-10,78425.0,Camp Nou,Antonio Matéu,played,0.0,0.0,2022-2023,1.6,0.4,0.6397889977392615,1.8,1.8,0.3106796116504854,draw,
Rayo Vallecano,Osasuna,2023-04-14,12726.0,Estadio del Rayo Vallecano,José Luis Munuera,played,2.0,1.0,2022-2023,0.8,1.6,0.2903726708074534,0.4,1.0,0.3085106382978723,win,
Betis,Espanyol,2023-04-15,45313.0,Estadio Benito Villamarín,Alejandro Hernández,played,3.0,1.0,2022-2023,0.4,0.8,0.3413333333333333,1.0,2.4,0.3204283360790774,win,
Cádiz,Real Madrid,2023-04-15,19833.0,Estadio Nuevo Mirandilla,Jesús Gil,played,0.0,2.0,2022-2023,1.0,1.0,0.2228915662650602,2.4,1.2,0.6302710843373494,loss,
Villarreal,Valladolid,2023-04-15,14876.0,Estadio de la Cerámica,Javier Villanueva,played,1.0,2.0,2022-2023,2.2,0.6,0.4131944444444444,1.4,2.8,0.2791208791208791,loss,
Athletic Club,Real Sociedad,2023-04-15,49287.0,San Mamés,César Soto,played,2.0,0.0,2022-2023,1.0,0.6,0.3704819277108434,1.0,0.6,0.3706754530477759,win,
Atlético Madrid,Almería,2023-04-16,59204.0,Estadio Cívitas Metropolitano,Isidro Díaz de Mera,played,2.0,1.0,2022-2023,2.6,0.4,0.4880191693290734,1.2,1.6,0.2734375,win,
Valencia,Sevilla,2023-04-16,39654.0,Estadio de Mestalla,Carlos del Cerro,played,0.0,2.0,2022-2023,0.6,1.4,0.447289156626506,1.4,2.2,0.4266886326194398,loss,
Girona,Elche,2023-04-16,11114.0,Estadi Municipal de Montilivi,Jorge Figueroa,played,2.0,0.0,2022-2023,1.2,1.4,0.3076923076923077,0.6,1.8,0.2064220183486238,win,
Getafe,Barcelona,2023-04-16,14854.0,Coliseum Alfonso Pérez,Juan Pulido,played,0.0,0.0,2022-2023,1.4,1.2,0.3189910979228487,1.6,0.2,0.6393072289156626,draw,
Celta Vigo,Mallorca,2023-04-17,13557.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias,played,0.0,1.0,2022-2023,2.0,1.0,0.3349609375,0.8,1.2,0.3438256658595641,loss,
Espanyol,Cádiz,2023-04-21,28512.0,RCDE Stadium,Juan Martínez,played,0.0,0.0,2022-2023,1.0,2.6,0.3201646090534979,1.0,1.4,0.2222222222222222,draw,
Osasuna,Betis,2023-04-22,19723.0,Estadio El Sadar,Hsu Jason,played,3.0,2.0,2022-2023,0.6,1.4,0.308182784272051,1.0,1.0,0.3422103861517976,win,
Almería,Athletic Club,2023-04-22,13271.0,Power Horse Stadium,Valentín Pizarro,played,1.0,2.0,2022-2023,1.4,1.6,0.2723735408560311,1.4,0.6,0.3709556057185854,loss,
Valladolid,Girona,2023-04-22,21033.0,Estadio Municipal José Zorrilla,Mario Melero,played,1.0,0.0,2022-2023,1.4,2.8,0.2799121844127332,1.2,0.8,0.3142857142857143,win,
Real Sociedad,Rayo Vallecano,2023-04-22,32054.0,Reale Arena,Alejandro Muñíz,played,2.0,1.0,2022-2023,1.0,1.0,0.3703703703703703,1.2,1.8,0.2914728682170542,win,
Real Madrid,Celta Vigo,2023-04-22,60386.0,Estadio Santiago Bernabéu,Antonio Matéu,played,2.0,0.0,2022-2023,2.8,1.2,0.6305492851768246,2.0,1.2,0.3346341463414634,win,
Elche,Valencia,2023-04-23,22129.0,Estadio Manuel Martínez Valero,Guillermo Cuadra,played,0.0,2.0,2022-2023,0.4,2.2,0.2054794520547945,0.6,1.6,0.4469525959367946,loss,
Barcelona,Atlético Madrid,2023-04-23,80965.0,Camp Nou,José Sánchez,played,1.0,0.0,2022-2023,1.4,0.2,0.6388261851015802,1.8,0.4,0.4884277733439744,win,
Mallorca,Getafe,2023-04-23,15687.0,Iberostar Estadi,Pablo González,played,3.0,1.0,2022-2023,1.0,1.0,0.3446191051995163,0.8,0.8,0.3185185185185185,win,
Sevilla,Villarreal,2023-04-23,29635.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,played,2.0,1.0,2022-2023,1.6,1.0,0.4271604938271605,2.0,1.0,0.4127167630057803,win,
Betis,Real Sociedad,2023-04-25,42294.0,Estadio Benito Villamarín,Juan Martínez,played,0.0,0.0,2022-2023,1.2,1.4,0.3417553191489361,1.2,1.0,0.3708881578947368,draw,
Girona,Real Madrid,2023-04-25,13306.0,Estadi Municipal de Montilivi,Javier Villanueva,played,4.0,2.0,2022-2023,1.2,0.8,0.3113207547169811,2.6,1.0,0.630827067669173,win,
Cádiz,Osasuna,2023-04-25,18008.0,Estadio Nuevo Mirandilla,Carlos del Cerro,played,0.0,1.0,2022-2023,0.6,1.0,0.2215568862275449,1.2,1.6,0.3089171974522293,loss,
Atlético Madrid,Mallorca,2023-04-26,58523.0,Estadio Cívitas Metropolitano,Juan Pulido,played,3.0,1.0,2022-2023,1.6,0.6,0.4880382775119617,1.4,1.0,0.3454106280193236,win,
Getafe,Almería,2023-04-26,10260.0,Coliseum Alfonso Pérez,Hsu Jason,played,1.0,2.0,2022-2023,0.6,1.0,0.3180473372781065,1.4,1.6,0.2713178294573643,loss,
Rayo Vallecano,Barcelona,2023-04-26,13657.0,Estadio del Rayo Vallecano,Jesús Gil,played,2.0,1.0,2022-2023,1.4,1.6,0.2910216718266253,1.4,0.2,0.6390977443609023,win,
Celta Vigo,Elche,2023-04-26,11649.0,Estadio de Balaídos,Isidro Díaz de Mera,played,1.0,0.0,2022-2023,1.4,1.6,0.334307992202729,0.2,2.4,0.2045454545454545,win,
Villarreal,Espanyol,2023-04-27,16134.0,Estadio de la Cerámica,César Soto,played,4.0,2.0,2022-2023,2.0,1.2,0.4122401847575058,0.8,2.0,0.3199013157894737,win,
Valencia,Valladolid,2023-04-27,42023.0,Estadio de Mestalla,José Luis Munuera,played,2.0,1.0,2022-2023,0.8,1.6,0.4473684210526316,1.4,2.6,0.2807017543859649,win,
Athletic Club,Sevilla,2023-04-27,42716.0,San Mamés,Alejandro Hernández,played,0.0,1.0,2022-2023,1.8,0.6,0.3714285714285714,1.6,1.0,0.4276315789473684,loss,
Osasuna,Real Sociedad,2023-04-28,21570.0,Estadio El Sadar,Valentín Pizarro,played,0.0,2.0,2022-2023,1.4,1.0,0.3096500530222693,0.8,1.0,0.3705834018077239,loss,
Barcelona,Betis,2023-04-29,88530.0,Camp Nou,Carlos del Cerro,played,4.0,0.0,2022-2023,1.2,0.4,0.6386175807663411,1.0,1.4,0.3413014608233731,win,
Elche,Rayo Vallecano,2023-04-29,11259.0,Estadio Manuel Martínez Valero,Mario Melero,played,4.0,0.0,2022-2023,0.2,2.2,0.2036199095022624,1.4,1.4,0.2921174652241113,win,
Real Madrid,Almería,2023-04-29,58036.0,Estadio Santiago Bernabéu,Guillermo Cuadra,played,4.0,2.0,2022-2023,2.8,1.4,0.6303531179564238,1.6,1.6,0.2741312741312741,win,
Valladolid,Atlético Madrid,2023-04-30,23321.0,Estadio Municipal José Zorrilla,Antonio Matéu,played,2.0,5.0,2022-2023,1.4,2.4,0.28039430449069,1.6,0.8,0.4884462151394422,loss,
Espanyol,Getafe,2023-04-30,26953.0,RCDE Stadium,José Sánchez,played,1.0,0.0,2022-2023,1.0,2.2,0.3196384552177486,0.4,1.4,0.3175775480059084,win,
Cádiz,Valencia,2023-04-30,18650.0,Estadio Nuevo Mirandilla,Ricardo de Burgos,played,2.0,1.0,2022-2023,0.4,1.0,0.2208955223880597,1.2,1.2,0.4477836213373403,win,
Villarreal,Celta Vigo,2023-04-30,16123.0,Estadio de la Cerámica,Pablo González,played,3.0,1.0,2022-2023,2.2,1.6,0.4129181084198385,1.0,1.4,0.3349561830574489,win,
Mallorca,Athletic Club,2023-05-01,16807.0,Iberostar Estadi,Jorge Figueroa,played,1.0,1.0,2022-2023,1.6,1.4,0.3449939686369119,1.2,0.6,0.3711495116453794,draw,
Sevilla,Girona,2023-05-01,35560.0,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,played,0.0,2.0,2022-2023,1.8,0.6,0.4281018898931799,1.6,0.8,0.3177570093457944,loss,
Barcelona,Osasuna,2023-05-02,76061.0,Camp Nou,Javier Villanueva,played,1.0,0.0,2022-2023,1.2,0.4,0.6388888888888888,1.4,1.4,0.3093220338983051,win,
Almería,Elche,2023-05-02,13352.0,Power Horse Stadium,Alejandro Hernández,played,2.0,1.0,2022-2023,1.6,2.0,0.273076923076923,1.0,1.4,0.2072072072072072,win,
Real Sociedad,Real Madrid,2023-05-02,35314.0,Reale Arena,Juan Pulido,played,2.0,0.0,2022-2023,1.2,0.6,0.3711001642036124,2.4,1.8,0.6306306306306306,win,
Atlético Madrid,Cádiz,2023-05-03,42023.0,Estadio Cívitas Metropolitano,César Soto,played,5.0,1.0,2022-2023,2.4,1.2,0.4888535031847134,0.8,0.8,0.2232142857142857,win,
Getafe,Celta Vigo,2023-05-03,11022.0,Coliseum Alfonso Pérez,Guillermo Cuadra,played,1.0,0.0,2022-2023,0.4,1.6,0.3171091445427728,0.8,1.6,0.3346303501945525,win,
Valencia,Villarreal,2023-05-03,43634.0,Estadio de Mestalla,Jesús Gil,played,1.0,1.0,2022-2023,1.2,1.4,0.4474474474474474,2.4,1.8,0.4135944700460829,draw,
Sevilla,Espanyol,2023-05-04,35391.0,Estadio Ramón Sánchez Pizjuán,Hsu Jason,played,3.0,2.0,2022-2023,1.4,1.0,0.4277504105090312,1.0,1.8,0.3201970443349753,win,
Girona,Mallorca,2023-05-04,11767.0,Estadi Municipal de Montilivi,Juan Martínez,played,2.0,1.0,2022-2023,1.6,0.6,0.324074074074074,1.8,1.6,0.344578313253012,win,
Rayo Vallecano,Valladolid,2023-05-04,11171.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera,played,2.0,1.0,2022-2023,1.2,2.0,0.2916666666666667,1.8,2.2,0.2800875273522976,win,
Athletic Club,Betis,2023-05-04,43116.0,San Mamés,Miguel Ángel Ortiz Arias,played,0.0,1.0,2022-2023,1.4,0.8,0.3708708708708709,1.0,2.0,0.3408488063660477,loss,
Mallorca,Cádiz,2023-05-12,15377.0,Iberostar Estadi,José Sánchez,played,1.0,0.0,2022-2023,1.4,1.4,0.3441636582430806,0.6,1.8,0.2225519287833827,win,
Real Madrid,Getafe,2023-05-13,52201.0,Estadio Santiago Bernabéu,Juan Martínez,played,1.0,0.0,2022-2023,2.0,1.6,0.6301575393848462,0.6,1.2,0.3181148748159057,win,
Villarreal,Athletic Club,2023-05-13,16871.0,Estadio de la Cerámica,Carlos del Cerro,played,5.0,1.0,2022-2023,2.0,1.6,0.4131185270425777,1.0,0.8,0.3705926481620405,win,
Real Sociedad,Girona,2023-05-13,30027.0,Reale Arena,Jorge Figueroa,played,2.0,2.0,2022-2023,1.2,0.6,0.3716160787530763,2.0,0.8,0.3302752293577982,draw,
Osasuna,Almería,2023-05-13,19747.0,Estadio El Sadar,Antonio Matéu,played,3.0,1.0,2022-2023,1.0,1.4,0.308994708994709,1.6,2.0,0.2758620689655172,win,
Celta Vigo,Valencia,2023-05-14,14517.0,Estadio de Balaídos,César Soto,played,1.0,2.0,2022-2023,0.4,1.4,0.3343051506316812,1.2,1.2,0.4471117779444861,loss,
Elche,Atlético Madrid,2023-05-14,22174.0,Estadio Manuel Martínez Valero,Alejandro Muñíz,played,1.0,0.0,2022-2023,1.0,1.4,0.2062780269058296,3.0,1.2,0.4892601431980907,win,
Valladolid,Sevilla,2023-05-14,21580.0,Estadio Municipal José Zorrilla,Miguel Ángel Ortiz Arias,played,0.0,3.0,2022-2023,1.4,2.0,0.2797814207650273,1.6,1.0,0.4282198523379819,loss,
Espanyol,Barcelona,2023-05-14,27360.0,RCDE Stadium,Ricardo de Burgos,played,2.0,4.0,2022-2023,1.2,2.0,0.3199343724364233,1.4,0.4,0.6391597899474869,loss,
Betis,Rayo Vallecano,2023-05-15,48143.0,Estadio Benito Villamarín,Juan Pulido,played,3.0,1.0,2022-2023,1.2,1.6,0.3417218543046357,1.4,1.8,0.2927580893682588,win,
Cádiz,Valladolid,2023-05-19,18938.0,Estadio Nuevo Mirandilla,Juan Martínez,played,2.0,0.0,2022-2023,0.6,1.6,0.2218934911242603,1.0,2.4,0.2794759825327511,win,
Barcelona,Real Sociedad,2023-05-20,88049.0,Camp Nou,Hsu Jason,played,1.0,2.0,2022-2023,2.2,0.8,0.6394302848575713,1.6,0.6,0.371311475409836,loss,
Girona,Villarreal,2023-05-20,11649.0,Estadi Municipal de Montilivi,Valentín Pizarro,played,1.0,2.0,2022-2023,2.0,1.2,0.3272727272727272,2.8,1.4,0.4137931034482758,loss,
Athletic Club,Celta Vigo,2023-05-20,40759.0,San Mamés,Mario Melero,played,2.0,1.0,2022-2023,0.8,1.8,0.3703148425787106,0.6,1.6,0.3339805825242718,win,
Almería,Mallorca,2023-05-20,12791.0,Power Horse Stadium,Carlos del Cerro,played,3.0,0.0,2022-2023,1.6,2.2,0.2748091603053435,1.4,1.4,0.3449519230769231,win,
Getafe,Elche,2023-05-20,13927.0,Coliseum Alfonso Pérez,Javier Villanueva,played,1.0,1.0,2022-2023,0.6,1.4,0.3176470588235294,1.2,1.0,0.2098214285714285,draw,
Valencia,Real Madrid,2023-05-21,46002.0,Estadio de Mestalla,Ricardo de Burgos,played,1.0,0.0,2022-2023,1.6,1.0,0.4475262368815592,1.8,1.6,0.6304347826086957,win,
Sevilla,Betis,2023-05-21,41392.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil,played,0.0,0.0,2022-2023,1.8,1.0,0.4286885245901639,1.2,1.6,0.3425925925925926,draw,
Rayo Vallecano,Espanyol,2023-05-21,12142.0,Estadio del Rayo Vallecano,Alejandro Hernández,played,1.0,2.0,2022-2023,1.2,2.2,0.2923076923076923,1.4,2.2,0.319672131147541,loss,
Atlético Madrid,Osasuna,2023-05-21,57012.0,Estadio Cívitas Metropolitano,Pablo González,played,3.0,0.0,2022-2023,2.6,1.2,0.4888712241653418,1.4,1.2,0.3097251585623679,win,
Celta Vigo,Girona,2023-05-23,14117.0,Estadio de Balaídos,Antonio Matéu,played,1.0,1.0,2022-2023,0.8,1.6,0.3336566440349175,2.2,1.4,0.3243243243243243,draw,
Real Sociedad,Almería,2023-05-23,31574.0,Reale Arena,Pablo González,played,1.0,0.0,2022-2023,1.6,0.6,0.3718263718263718,2.0,1.8,0.2775665399239543,win,
Valladolid,Barcelona,2023-05-23,22341.0,Estadio Municipal José Zorrilla,César Soto,played,3.0,1.0,2022-2023,0.8,2.8,0.2791712104689204,2.2,1.2,0.6389513108614232,win,
Villarreal,Cádiz,2023-05-24,15099.0,Estadio de la Cerámica,Juan Pulido,played,2.0,0.0,2022-2023,3.0,1.2,0.4144661308840413,1.0,1.6,0.2241887905604719,win,
Elche,Sevilla,2023-05-24,13263.0,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,played,1.0,1.0,2022-2023,1.4,0.8,0.2088888888888889,1.4,0.8,0.4283374283374283,draw,
Real Madrid,Rayo Vallecano,2023-05-24,45811.0,Estadio Santiago Bernabéu,Jesús Gil,played,2.0,1.0,2022-2023,1.4,1.8,0.6299625468164795,1.2,2.2,0.2918586789554531,win,
Espanyol,Atlético Madrid,2023-05-24,25822.0,RCDE Stadium,Mario Melero,played,3.0,3.0,2022-2023,1.8,2.4,0.3202293202293202,3.2,1.0,0.4892772041302621,draw,
Betis,Getafe,2023-05-24,40289.0,Estadio Benito Villamarín,Ricardo de Burgos,played,0.0,1.0,2022-2023,0.8,1.0,0.3421400264200792,0.6,1.0,0.3171806167400881,loss,
Mallorca,Valencia,2023-05-25,14631.0,Iberostar Estadi,Alejandro Hernández,played,1.0,0.0,2022-2023,0.8,1.8,0.3445378151260504,1.4,1.0,0.447940074906367,win,
Osasuna,Athletic Club,2023-05-25,19830.0,Estadio El Sadar,Alejandro Muñíz,played,2.0,0.0,2022-2023,0.8,1.4,0.3093980992608237,0.8,1.8,0.3707865168539326,win,
Sevilla,Real Madrid,2023-05-27,29856.0,Estadio Ramón Sánchez Pizjuán,César Soto,played,1.0,2.0,2022-2023,1.4,1.0,0.427986906710311,1.4,1.2,0.6302395209580839,loss,
Valencia,Espanyol,2023-05-28,44141.0,Estadio de Mestalla,Jesús Gil,played,2.0,2.0,2022-2023,1.0,1.0,0.4476047904191617,2.0,2.2,0.3199672667757774,draw,
Cádiz,Celta Vigo,2023-05-28,19725.0,Estadio Nuevo Mirandilla,Ricardo de Burgos,played,1.0,0.0,2022-2023,1.0,1.8,0.2235294117647059,0.8,1.8,0.3333333333333333,win,
Athletic Club,Elche,2023-05-28,37807.0,San Mamés,Valentín Pizarro,played,0.0,1.0,2022-2023,0.8,2.0,0.3705089820359281,1.6,0.8,0.2079646017699115,loss,
Getafe,Osasuna,2023-05-28,13510.0,Coliseum Alfonso Pérez,Antonio Matéu,played,2.0,1.0,2022-2023,0.6,0.6,0.3181818181818182,1.0,1.4,0.310126582278481,win,
Girona,Betis,2023-05-28,12833.0,Estadi Municipal de Montilivi,Isidro Díaz de Mera,played,1.0,2.0,2022-2023,1.6,1.2,0.3214285714285714,0.8,1.2,0.341688654353562,loss,
Atlético Madrid,Real Sociedad,2023-05-28,56169.0,Estadio Cívitas Metropolitano,Juan Pulido,played,2.0,1.0,2022-2023,3.2,1.4,0.4888888888888889,1.8,0.6,0.3723404255319149,win,
Barcelona,Mallorca,2023-05-28,88775.0,Camp Nou,Jorge Figueroa,played,3.0,0.0,2022-2023,2.2,1.4,0.6384730538922155,0.8,1.2,0.3453237410071942,win,
Almería,Valladolid,2023-05-28,14608.0,Power Horse Stadium,Hsu Jason,played,0.0,0.0,2022-2023,1.6,1.8,0.2765151515151515,1.2,2.6,0.2799564270152505,draw,
Rayo Vallecano,Villarreal,2023-05-28,11085.0,Estadio del Rayo Vallecano,Javier Villanueva,played,2.0,1.0,2022-2023,1.0,2.4,0.2914110429447852,2.6,0.8,0.4151376146788991,win,
Valladolid,Getafe,2023-06-04,25517.0,Estadio Municipal José Zorrilla,José Luis Munuera,played,0.0,0.0,2022-2023,0.8,1.6,0.279651795429815,1.0,0.6,0.3191800878477306,draw,
Celta Vigo,Barcelona,2023-06-04,23365.0,Estadio de Balaídos,Juan Pulido,played,2.0,1.0,2022-2023,0.6,1.4,0.3330106485963214,2.0,1.4,0.6387434554973822,win,
Elche,Cádiz,2023-06-04,16585.0,Estadio Manuel Martínez Valero,Jesús Gil,played,1.0,1.0,2022-2023,1.0,0.8,0.211453744493392,0.8,1.6,0.2258064516129032,draw,
Mallorca,Rayo Vallecano,2023-06-04,14521.0,Iberostar Estadi,Antonio Matéu,played,3.0,0.0,2022-2023,0.6,1.6,0.3449101796407186,1.4,1.8,0.2924961715160796,win,
Espanyol,Almería,2023-06-04,14213.0,RCDE Stadium,César Soto,played,3.0,3.0,2022-2023,2.2,2.6,0.3197056418642682,1.2,1.0,0.2754716981132075,draw,
Real Madrid,Athletic Club,2023-06-04,60781.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera,played,1.0,1.0,2022-2023,1.0,1.0,0.6305160807778609,0.6,2.0,0.3702318623784592,draw,
Real Sociedad,Sevilla,2023-06-04,35065.0,Reale Arena,Carlos del Cerro,played,2.0,1.0,2022-2023,1.6,1.0,0.3720359771054783,1.6,1.0,0.4276369582992641,win,
Osasuna,Girona,2023-06-04,22128.0,Estadio El Sadar,Miguel Ángel Ortiz Arias,played,2.0,1.0,2022-2023,1.2,1.4,0.309799789251844,1.4,1.6,0.3185840707964602,win,
Betis,Valencia,2023-06-04,54087.0,Estadio Benito Villamarín,Hsu Jason,played,1.0,1.0,2022-2023,1.2,0.6,0.3425559947299078,1.2,1.0,0.4472700074794316,draw,
Villarreal,Atlético Madrid,2023-06-04,18226.0,Estadio de la Cerámica,Ricardo de Burgos,played,2.0,2.0,2022-2023,2.2,1.0,0.4146620847651776,2.6,1.2,0.4892942109436954,draw,
Almería,Rayo Vallecano,2023-08-11,14837.0,Power Horse Stadium,Javier Alberola,played,0.0,2.0,2023-2024,1.4,1.4,0.2744360902255639,1.0,2.2,0.2920489296636085,loss,
Sevilla,Valencia,2023-08-11,34184.0,Estadio Ramón Sánchez Pizjuán,José Sánchez,played,1.0,2.0,2023-2024,1.2,1.0,0.4272875816993464,1.2,1.0,0.4469357249626308,loss,
Real Sociedad,Girona,2023-08-12,30848.0,Reale Arena,Francisco Hernández,played,1.0,1.0,2023-2024,1.6,1.2,0.3725490196078431,1.2,1.8,0.3157894736842105,draw,
Las Palmas,Mallorca,2023-08-12,24100.0,Estadio de Gran Canaria,Víctor García,played,1.0,1.0,2023-2024,0.4,1.8,0.2578947368421053,1.0,1.2,0.3456937799043062,draw,
Athletic Club,Real Madrid,2023-08-12,48927.0,San Mamés,Jesús Gil,played,0.0,2.0,2023-2024,0.8,2.0,0.3699551569506726,1.2,0.8,0.6300448430493274,loss,
Celta Vigo,Osasuna,2023-08-13,20269.0,Estadio Abanca Balaídos,Pablo González,played,0.0,2.0,2023-2024,1.0,1.4,0.3336557059961315,1.6,1.4,0.3105263157894737,loss,
Villarreal,Betis,2023-08-13,17825.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,played,1.0,2.0,2023-2024,2.4,1.2,0.4141876430205949,1.2,0.8,0.3421052631578947,loss,
Getafe,Barcelona,2023-08-13,13410.0,Coliseum Alfonso Pérez,César Soto,played,0.0,0.0,2023-2024,0.8,0.6,0.3187134502923976,2.0,1.8,0.6382660687593423,draw,
Cádiz,Alavés,2023-08-14,19306.0,Estadio Nuevo Mirandilla,Isidro Díaz de Mera,played,1.0,0.0,2023-2024,0.8,0.8,0.2251461988304093,1.0,2.0,0.3179824561403508,win,
Atlético Madrid,Granada,2023-08-14,56164.0,Estadio Cívitas Metropolitano,Juan Pulido,played,3.0,1.0,2023-2024,2.0,1.4,0.4889064976228209,1.6,1.0,0.2719298245614035,win,
Mallorca,Villarreal,2023-08-18,17775.0,Estadi Mallorca Son Moix,Javier Alberola,played,0.0,1.0,2023-2024,1.0,1.4,0.3452807646356033,1.6,1.4,0.4137142857142857,loss,
Valencia,Las Palmas,2023-08-18,41053.0,Estadio de Mestalla,Javier Villanueva,played,1.0,0.0,2023-2024,1.2,1.0,0.4473487677371172,0.6,1.2,0.256544502617801,win,
Osasuna,Athletic Club,2023-08-19,20704.0,Estadio El Sadar,José Luis Munuera,played,0.0,2.0,2023-2024,1.4,1.2,0.3112513144058885,0.6,1.4,0.3696788648244959,loss,
Almería,Real Madrid,2023-08-19,17561.0,Power Horse Stadium,José Sánchez,played,1.0,3.0,2023-2024,1.2,1.2,0.2734082397003745,1.4,0.8,0.6303211351755041,loss,
Real Sociedad,Celta Vigo,2023-08-19,30354.0,Reale Arena,Miguel Ángel Ortiz Arias,played,1.0,1.0,2023-2024,1.4,1.0,0.3722448979591837,0.8,1.4,0.3333333333333333,draw,
Girona,Getafe,2023-08-20,11784.0,Estadi Municipal de Montilivi,Jorge Figueroa,played,3.0,0.0,2023-2024,1.0,1.6,0.3130434782608696,0.8,0.4,0.3182481751824818,win,
Barcelona,Cádiz,2023-08-20,39603.0,Estadi Olímpic Lluís Companys,Alejandro Muñíz,played,2.0,0.0,2023-2024,1.2,1.4,0.6377893950709485,1.0,0.6,0.227405247813411,win,
Betis,Atlético Madrid,2023-08-20,51782.0,Estadio Benito Villamarín,Ricardo de Burgos,played,0.0,0.0,2023-2024,1.0,0.8,0.342969776609724,2.6,1.4,0.4893111638954869,draw,
Alavés,Sevilla,2023-08-21,15308.0,Estadio de Mendizorroza,Guillermo Cuadra,played,4.0,3.0,2023-2024,0.6,2.0,0.3172866520787746,0.8,1.4,0.4269387755102041,win,
Granada,Rayo Vallecano,2023-08-21,17338.0,Estadio Nuevo Los Cármenes,Pablo González,played,0.0,2.0,2023-2024,1.6,1.4,0.271137026239067,1.2,1.6,0.2931297709923664,loss,
Las Palmas,Real Sociedad,2023-08-25,25335.0,Estadio de Gran Canaria,Guillermo Cuadra,played,0.0,0.0,2023-2024,0.4,1.2,0.2552083333333333,1.2,1.0,0.3719412724306688,draw,
Celta Vigo,Real Madrid,2023-08-25,23057.0,Estadio Abanca Balaídos,Isidro Díaz de Mera,played,0.0,1.0,2023-2024,0.8,1.2,0.333011583011583,2.0,0.8,0.6305970149253731,loss,
Cádiz,Almería,2023-08-26,18653.0,Estadio Nuevo Mirandilla,Víctor García,played,1.0,1.0,2023-2024,0.6,1.0,0.2267441860465116,0.8,1.8,0.2723880597014925,draw,
Granada,Mallorca,2023-08-26,16368.0,Estadio Nuevo Los Cármenes,Francisco Hernández,played,3.0,2.0,2023-2024,0.4,1.4,0.2703488372093023,1.0,1.0,0.3448687350835322,win,
Sevilla,Girona,2023-08-26,29304.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil,played,1.0,2.0,2023-2024,1.4,2.2,0.4265905383360522,1.4,1.2,0.3189655172413793,loss,
Athletic Club,Betis,2023-08-27,44340.0,San Mamés,César Soto,played,4.0,2.0,2023-2024,0.6,1.2,0.3701492537313433,1.0,0.8,0.3425196850393701,win,
Villarreal,Barcelona,2023-08-27,21679.0,Estadio de la Cerámica,Alejandro Hernández,played,3.0,4.0,2023-2024,1.4,1.2,0.4143835616438356,1.4,1.0,0.6380597014925373,loss,
Valencia,Osasuna,2023-08-27,42474.0,Estadio de Mestalla,Juan Pulido,played,1.0,2.0,2023-2024,1.2,1.0,0.4477611940298507,1.4,1.0,0.3109243697478991,loss,
Getafe,Alavés,2023-08-28,11023.0,Coliseum Alfonso Pérez,Juan Martínez,played,1.0,0.0,2023-2024,0.6,0.8,0.3177842565597668,1.4,1.8,0.3187772925764192,win,
Rayo Vallecano,Atlético Madrid,2023-08-28,13966.0,Estadio del Rayo Vallecano,José Luis Munuera,played,0.0,7.0,2023-2024,1.4,1.2,0.2942073170731707,2.0,1.4,0.4889240506329114,loss,
