home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result,time
Zaragoza,Oviedo,1995-09-03,,La Romareda,Núñez Manrique,played,1.0,0.0,1995-1996,1.4,2.0,0.4022556390977443,0.8,1.2,0.3270676691729323,win,
Valladolid,Barcelona,1995-09-03,,Nuevo Zorrilla,Andradas Asurmendi,played,0.0,2.0,1995-1996,1.0,1.0,0.2675438596491228,1.6,0.6,0.6090225563909775,loss,
Mérida,Real Betis,1995-09-03,,Municipal de Mérida,Fernández Marín,played,1.0,1.0,1995-1996,0.0,0.0,0.0,1.2,1.0,0.2631578947368421,draw,
Barcelona,Mérida,1995-09-09,,Nou Camp,Barrenechea Montero,played,2.0,2.0,1995-1996,1.8,0.4,0.6104868913857678,1.0,1.0,0.0,draw,
Real Madrid,Athletic Club,1995-09-09,,Santiago Bernabéu,Daudén Ibáñez,played,1.0,2.0,1995-1996,1.8,1.0,0.602996254681648,1.2,1.4,0.3895131086142322,loss,
Real Betis,Zaragoza,1995-09-09,,Benito Villamarín,Ansuategui Roca,played,3.0,1.0,1995-1996,1.2,1.0,0.2608695652173913,1.6,1.6,0.4044943820224719,win,
Albacete,Sevilla,1995-09-09,,Carlos Belmonte,Rodríguez Martel,played,3.0,2.0,1995-1996,1.4,2.4,0.3071895424836601,1.2,1.6,0.4007490636704119,win,
Salamanca,Celta Vigo,1995-09-10,,Helmántico,Díaz Vega,played,0.0,1.0,1995-1996,1.0,3.0,0.0,1.4,1.2,0.2617801047120419,loss,
Valencia,Valladolid,1995-09-10,,Mestalla,Megía Dávila,played,1.0,0.0,1995-1996,1.4,2.4,0.445692883895131,1.0,1.2,0.2663755458515284,win,
Real Sociedad,Sporting Gijón,1995-09-10,,Anoeta,Gómez López,played,2.0,0.0,1995-1996,1.6,1.2,0.3370786516853932,1.0,1.8,0.3408239700374532,win,
Oviedo,Rayo Vallecano,1995-09-10,,Carlos Tartiere,López de la Fuente,played,2.0,0.0,1995-1996,0.4,1.4,0.3258426966292135,0.2,1.6,0.2,win,
Racing Sant,Atlético Madrid,1995-09-10,,Campos de Sport del Sardinero,Prados García,played,0.0,4.0,1995-1996,1.2,1.2,0.3636363636363636,2.4,1.2,0.4606741573033708,loss,
Tenerife,Espanyol,1995-09-10,,Heliodoro Rodríguez,López Nieto,played,1.0,4.0,1995-1996,1.2,1.0,0.3406113537117904,2.0,1.0,0.2879581151832461,loss,
Compostela,Dep La Coruña,1995-09-10,,Multiusos de San Lázaro,Esquinas Torres,played,4.0,0.0,1995-1996,1.8,2.0,0.3076923076923077,3.8,0.8,0.477124183006536,win,
Valladolid,Compostela,1995-09-16,,Nuevo Zorrilla,Mejuto González,played,0.0,0.0,1995-1996,0.6,1.2,0.2652173913043478,2.0,1.0,0.325,draw,
Athletic Club,Atlético Madrid,1995-09-16,,San Mamés,Ansuategui Roca,played,0.0,2.0,1995-1996,1.6,0.6,0.3917910447761194,2.6,1.0,0.4626865671641791,loss,
Zaragoza,Barcelona,1995-09-17,,La Romareda,Fernández Marín,played,0.0,3.0,1995-1996,0.8,1.6,0.4029850746268656,2.0,0.8,0.6082089552238806,loss,
Sevilla,Real Sociedad,1995-09-17,,Ramón Sánchez Pizjuán,Puentes Leira,played,2.0,1.0,1995-1996,1.2,1.6,0.3992537313432835,1.0,1.2,0.3395522388059701,win,
Rayo Vallecano,Real Betis,1995-09-17,,Vallecas,Gracia Redondo,played,1.0,2.0,1995-1996,0.2,1.8,0.1982758620689655,1.8,0.8,0.2672413793103448,loss,
Mérida,Valencia,1995-09-17,,Municipal de Mérida,García Aranda,played,0.0,2.0,1995-1996,1.5,1.5,0.0,1.4,2.2,0.4477611940298507,loss,
Celta Vigo,Tenerife,1995-09-17,,Estadio de Balaídos,Japón Sevilla,played,2.0,2.0,1995-1996,1.0,0.8,0.265625,0.8,1.8,0.3391304347826087,draw,
Espanyol,Albacete,1995-09-17,,Sarriá,Carmona Méndez,played,1.0,0.0,1995-1996,2.6,0.6,0.2916666666666667,1.4,2.6,0.3116883116883117,win,
Dep La Coruña,Salamanca,1995-09-17,,Nuevo Riazor,Andradas Asurmendi,played,2.0,0.0,1995-1996,3.4,1.6,0.474025974025974,0.5,2.0,0.0,win,
Real Madrid,Oviedo,1995-09-17,,Santiago Bernabéu,Iturralde González,played,2.0,3.0,1995-1996,2.0,1.2,0.6007462686567164,0.6,0.8,0.3283582089552239,loss,
Sporting Gijón,Racing Sant,1995-09-17,,El Molinón,Rubio Valdivieso,played,4.0,2.0,1995-1996,1.0,1.6,0.3395522388059701,1.0,1.8,0.358974358974359,win,
Real Betis,Real Madrid,1995-09-23,,Benito Villamarín,Barrenechea Montero,played,0.0,0.0,1995-1996,2.0,0.8,0.2735042735042735,2.0,1.6,0.5985130111524164,draw,
Racing Sant,Sevilla,1995-09-23,,Campos de Sport del Sardinero,Díaz Vega,played,1.0,1.0,1995-1996,1.0,2.4,0.3544303797468354,1.4,1.8,0.4014869888475836,draw,
Barcelona,Rayo Vallecano,1995-09-23,,Nou Camp,Gómez López,played,2.0,0.0,1995-1996,1.8,0.6,0.6096654275092936,0.4,2.2,0.1965811965811965,win,
Atlético Madrid,Sporting Gijón,1995-09-24,,Vicente Calderón,Andradas Asurmendi,played,2.0,0.0,1995-1996,2.8,0.6,0.4646840148698885,1.6,1.6,0.3420074349442379,win,
Compostela,Mérida,1995-09-24,,Multiusos de San Lázaro,Rodríguez Martel,played,1.0,0.0,1995-1996,1.6,0.8,0.3170731707317073,1.0,1.6666666666666667,0.0,win,
Real Sociedad,Espanyol,1995-09-24,,Anoeta,Brito Arceo,played,0.0,1.0,1995-1996,0.8,1.4,0.3382899628252788,1.8,0.6,0.2953367875647668,loss,
Tenerife,Dep La Coruña,1995-09-24,,Heliodoro Rodríguez,Iturralde González,played,1.0,1.0,1995-1996,1.0,1.8,0.3376623376623376,3.6,1.2,0.4774193548387097,draw,
Salamanca,Valladolid,1995-09-24,,Helmántico,López de la Fuente,played,0.0,0.0,1995-1996,0.3333333333333333,2.0,0.0,0.6,1.0,0.264069264069264,draw,
Valencia,Zaragoza,1995-09-24,,Mestalla,Esquinas Torres,played,0.0,0.0,1995-1996,1.8,1.2,0.449814126394052,0.8,2.0,0.4014869888475836,draw,
Albacete,Celta Vigo,1995-09-24,,Carlos Belmonte,Núñez Manrique,played,4.0,0.0,1995-1996,1.2,2.8,0.3096774193548387,1.2,1.0,0.2642487046632124,win,
Oviedo,Athletic Club,1995-09-24,,Carlos Tartiere,Megía Dávila,played,0.0,0.0,1995-1996,1.2,1.0,0.3308550185873606,1.4,1.0,0.3903345724907063,draw,
Athletic Club,Sporting Gijón,1995-09-30,,San Mamés,Gracia Redondo,played,2.0,1.0,1995-1996,1.2,1.0,0.3888888888888889,1.6,1.8,0.3407407407407407,win,
Real Madrid,Barcelona,1995-09-30,,Santiago Bernabéu,López Nieto,played,1.0,1.0,1995-1996,1.6,1.6,0.5962962962962963,2.2,0.4,0.6111111111111112,draw,
Dep La Coruña,Albacete,1995-10-01,,Nuevo Riazor,Fernández Marín,played,5.0,0.0,1995-1996,2.8,1.4,0.4743589743589743,1.8,2.8,0.3141025641025641,win,
Zaragoza,Compostela,1995-10-01,,La Romareda,Prados García,played,1.0,0.0,1995-1996,0.8,1.6,0.4,1.6,0.0,0.3333333333333333,win,
Celta Vigo,Real Sociedad,1995-10-01,,Estadio de Balaídos,Mejuto González,played,1.0,1.0,1995-1996,1.2,1.4,0.2628865979381443,0.8,1.4,0.337037037037037,draw,
Oviedo,Real Betis,1995-10-01,,Carlos Tartiere,Daudén Ibáñez,played,0.0,1.0,1995-1996,1.0,1.0,0.3296296296296296,1.6,0.6,0.2711864406779661,loss,
Espanyol,Racing Sant,1995-10-01,,Sarriá,García Aranda,played,1.0,0.0,1995-1996,1.8,0.4,0.2989690721649484,1.0,2.6,0.35,win,
Mérida,Salamanca,1995-10-01,,Municipal de Mérida,Ansuategui Roca,played,0.0,0.0,1995-1996,0.75,1.5,0.0,0.25,1.5,0.0,draw,
Rayo Vallecano,Valencia,1995-10-01,,Vallecas,Japón Sevilla,played,3.0,2.0,1995-1996,0.4,2.6,0.1949152542372881,1.0,1.0,0.4481481481481481,win,
Valladolid,Tenerife,1995-10-01,,Nuevo Zorrilla,Puentes Leira,played,3.0,0.0,1995-1996,0.6,0.8,0.2629310344827586,1.0,1.8,0.3362068965517241,win,
Sevilla,Atlético Madrid,1995-10-01,,Ramón Sánchez Pizjuán,Carmona Méndez,played,0.0,0.0,1995-1996,1.4,1.6,0.4,2.8,0.6,0.4666666666666667,draw,
Real Betis,Athletic Club,1995-10-04,,Benito Villamarín,López de la Fuente,played,0.0,0.0,1995-1996,1.4,0.6,0.2773109243697479,1.6,0.8,0.3911439114391143,draw,
Barcelona,Oviedo,1995-10-04,,Nou Camp,Esquinas Torres,played,4.0,1.0,1995-1996,2.0,0.6,0.6088560885608856,1.0,0.8,0.3284132841328413,win,
Sporting Gijón,Sevilla,1995-10-04,,El Molinón,Núñez Manrique,played,3.0,1.0,1995-1996,1.6,1.6,0.3394833948339483,1.0,1.2,0.3985239852398524,win,
Tenerife,Mérida,1995-10-04,,Heliodoro Rodríguez,Gómez López,played,1.0,0.0,1995-1996,1.0,2.0,0.334763948497854,0.6,1.2,0.0,win,
Salamanca,Zaragoza,1995-10-04,,Helmántico,Rodríguez Martel,played,0.0,1.0,1995-1996,0.2,1.2,0.0,0.6,1.2,0.4022140221402214,loss,
Valencia,Real Madrid,1995-10-04,,Mestalla,Andradas Asurmendi,played,4.0,3.0,1995-1996,1.0,1.2,0.4464944649446494,1.8,1.4,0.5940959409594095,win,
Racing Sant,Celta Vigo,1995-10-04,,Campos de Sport del Sardinero,Brito Arceo,played,2.0,1.0,1995-1996,0.6,2.8,0.345679012345679,0.8,1.6,0.2615384615384615,win,
Compostela,Rayo Vallecano,1995-10-04,,Multiusos de San Lázaro,Iturralde González,played,1.0,0.0,1995-1996,1.2,0.2,0.3255813953488372,1.0,2.6,0.2016806722689075,win,
Albacete,Valladolid,1995-10-04,,Carlos Belmonte,Marín López,played,4.0,2.0,1995-1996,1.4,2.2,0.3121019108280254,0.6,0.6,0.2660944206008583,win,
Real Sociedad,Dep La Coruña,1995-10-04,,Anoeta,Barrenechea Montero,played,2.0,1.0,1995-1996,1.0,1.6,0.3357933579335793,2.2,1.0,0.4777070063694267,win,
Atlético Madrid,Espanyol,1995-10-05,,Vicente Calderón,Díaz Vega,played,2.0,1.0,1995-1996,2.4,0.2,0.4649446494464944,2.0,0.4,0.3025641025641025,win,
Real Betis,Barcelona,1995-10-07,,Benito Villamarín,García Aranda,played,1.0,5.0,1995-1996,1.2,0.4,0.275,2.4,0.8,0.6102941176470589,loss,
Celta Vigo,Atlético Madrid,1995-10-08,,Estadio de Balaídos,Fernández Marín,played,0.0,3.0,1995-1996,1.0,1.8,0.2602040816326531,2.0,0.2,0.4669117647058823,loss,
Real Madrid,Compostela,1995-10-08,,Santiago Bernabéu,Ansuategui Roca,played,2.0,1.0,1995-1996,1.4,2.0,0.5919117647058824,1.2,0.2,0.3409090909090909,win,
Athletic Club,Sevilla,1995-10-08,,San Mamés,Mejuto González,played,1.0,1.0,1995-1996,0.8,0.8,0.3897058823529412,1.2,1.6,0.3970588235294117,draw,
Rayo Vallecano,Salamanca,1995-10-08,,Vallecas,Puentes Leira,played,1.0,4.0,1995-1996,0.8,1.8,0.2,0.0,0.8,0.0,loss,
Mérida,Albacete,1995-10-08,,Municipal de Mérida,López Nieto,played,1.0,1.0,1995-1996,0.4,1.2,0.0,2.2,2.0,0.3164556962025316,draw,
Valladolid,Real Sociedad,1995-10-08,,Nuevo Zorrilla,Gracia Redondo,played,3.0,0.0,1995-1996,1.0,1.0,0.2649572649572649,1.2,1.0,0.3382352941176471,win,
Oviedo,Valencia,1995-10-08,,Carlos Tartiere,Prados García,played,0.0,1.0,1995-1996,1.2,1.4,0.3272058823529412,1.8,1.2,0.4485294117647059,loss,
